deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0024_dl_0001,cli_0024_ct_0105,Pulse Market - service retainer,lost,21926.27,GBP,57,email_reply,Anika Kapoor,2026-01-18,2026-01-31
cli_0024_dl_0002,cli_0024_ct_0096,Pulse Market - membership,negotiation,10178.86,GBP,44,website_form,Leo Verma,2026-03-26,2026-04-17
cli_0024_dl_0003,cli_0024_ct_0009,Pulse Market - membership,qualified,19291.71,GBP,71,website_form,Kabir Verma,2026-02-09,2026-02-28
cli_0024_dl_0004,cli_0024_ct_0022,Pulse Market - starter plan,qualified,5114.71,GBP,55,email_reply,Ishaan Mehta,2025-11-02,2025-12-29
cli_0024_dl_0005,cli_0024_ct_0041,Pulse Market - annual subscription,lost,16221.66,GBP,46,website_form,Kabir Khan,2026-02-07,2026-04-03
cli_0024_dl_0006,cli_0024_ct_0036,Pulse Market - audit package,qualified,7269.92,GBP,20,event,Mia Kapoor,2026-01-10,2026-02-06
cli_0024_dl_0007,cli_0024_ct_0010,Pulse Market - audit package,lost,18956.78,GBP,32,import,Leo Verma,2025-12-25,2026-01-09
cli_0024_dl_0008,cli_0024_ct_0064,Pulse Market - annual subscription,new,16116.33,GBP,29,import,Ava Joshi,2025-12-27,2026-01-14
cli_0024_dl_0009,cli_0024_ct_0102,Pulse Market - audit package,qualified,24893.76,GBP,53,event,Zara Verma,2025-12-20,2026-01-13
cli_0024_dl_0010,cli_0024_ct_0047,Pulse Market - annual subscription,new,12020.87,GBP,29,website_form,Leo Sharma,2026-01-06,2026-03-04
cli_0024_dl_0011,cli_0024_ct_0052,Pulse Market - membership,lost,17573.67,GBP,79,import,Noah Joshi,2026-02-06,2026-03-07
cli_0024_dl_0012,cli_0024_ct_0094,Pulse Market - audit package,won,1793.07,GBP,22,referral,Ishaan Reddy,2025-10-02,2025-12-01
