contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0005_ct_0001,Kabir Nair,kabir.nair0@examplemail.com,Metro Ltd,Head of Growth,lead,website_form,Canada,2025-11-01,2026-02-10
cli_0005_ct_0002,Maya Joshi,maya.joshi1@examplemail.com,Orbit Inc,Sales Lead,mql,referral,Australia,2025-09-08,2026-03-24
cli_0005_ct_0003,Noah Bhatia,noah.bhatia2@examplemail.com,Acme Ltd,Sales Lead,sql,website_form,United States,2025-11-11,2026-02-12
cli_0005_ct_0004,Kabir Nair,kabir.nair3@examplemail.com,North Commerce,Head of Growth,lead,website_form,Australia,2025-07-19,2026-04-24
cli_0005_ct_0005,Ishaan Mehta,ishaan.mehta4@examplemail.com,Acme Group,Founder,lead,website_form,India,2025-02-04,2026-03-01
cli_0005_ct_0006,Liam Bhatia,liam.bhatia5@examplemail.com,Peak Inc,Sales Lead,lead,import,Australia,2025-02-02,2026-02-04
cli_0005_ct_0007,Noah Verma,noah.verma6@examplemail.com,Orbit Group,Sales Lead,lead,event,United States,2026-02-11,2026-01-30
cli_0005_ct_0008,Mia Bhatia,mia.bhatia7@examplemail.com,North Commerce,Founder,mql,import,India,2025-08-08,2026-01-25
cli_0005_ct_0009,Zara Nair,zara.nair8@examplemail.com,Orbit Inc,Head of Growth,lead,referral,United States,2025-06-14,2025-12-27
cli_0005_ct_0010,Ava Verma,ava.verma9@examplemail.com,North Commerce,Founder,lead,website_form,Australia,2025-05-07,2026-02-23
cli_0005_ct_0011,Liam Sharma,liam.sharma10@examplemail.com,Metro LLC,RevOps Manager,mql,email_reply,Australia,2024-11-08,2026-02-01
cli_0005_ct_0012,Kabir Nair,kabir.nair11@examplemail.com,Metro Group,Founder,mql,website_form,Australia,2025-01-02,2026-02-13
cli_0005_ct_0013,Sara Khan,sara.khan12@examplemail.com,North Commerce,Head of Growth,mql,website_form,UAE,2025-07-26,2026-04-12
cli_0005_ct_0014,Sara Patel,sara.patel13@examplemail.com,North Commerce,Head of Growth,mql,import,UAE,2026-02-16,2026-03-08
cli_0005_ct_0015,Anika Singh,anika.singh14@examplemail.com,Orbit LLC,Sales Lead,customer,website_form,India,2025-07-07,2026-04-15
cli_0005_ct_0016,Liam Reddy,liam.reddy15@examplemail.com,North Commerce,Head of Growth,sql,email_reply,Australia,2026-03-29,2026-03-20
cli_0005_ct_0017,Mia Reddy,mia.reddy16@examplemail.com,North Commerce,RevOps Manager,lead,import,United States,2025-08-06,2026-01-05
cli_0005_ct_0018,Leo Kapoor,leo.kapoor17@examplemail.com,Metro Group,Head of Growth,sql,import,Australia,2025-10-19,2026-03-08
cli_0005_ct_0019,Ava Sharma,ava.sharma18@examplemail.com,North Commerce,Head of Growth,mql,import,United Kingdom,2025-11-10,2026-03-12
