contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0010_ct_0001,Maya Verma,maya.verma0@examplemail.com,Acme LLC,Sales Lead,sql,email_reply,UAE,2026-04-18,2025-12-27
cli_0010_ct_0002,Ava Bhatia,ava.bhatia1@examplemail.com,Metro Group,Head of Growth,lead,import,Australia,2025-08-15,2026-03-01
cli_0010_ct_0003,Mia Reddy,mia.reddy2@examplemail.com,Orbit Inc,Sales Lead,lead,website_form,UAE,2024-12-02,2026-02-14
cli_0010_ct_0004,Arjun Nair,arjun.nair3@examplemail.com,Peak Inc,Founder,lead,event,Australia,2026-02-27,2026-01-28
cli_0010_ct_0005,Anika Bhatia,anika.bhatia4@examplemail.com,Acme Group,Founder,mql,referral,Australia,2025-10-02,2026-04-01
cli_0010_ct_0006,Leo Gupta,leo.gupta5@examplemail.com,North Studio,Marketing Manager,mql,referral,UAE,2024-12-24,2026-01-17
cli_0010_ct_0007,Mia Singh,mia.singh6@examplemail.com,Peak Ltd,Head of Growth,lead,import,UAE,2025-03-26,2026-04-18
cli_0010_ct_0008,Liam Kapoor,liam.kapoor7@examplemail.com,North Studio,Sales Lead,customer,email_reply,United States,2025-08-01,2026-03-27
cli_0010_ct_0009,Maya Reddy,maya.reddy8@examplemail.com,Metro Ltd,Head of Growth,lead,email_reply,India,2025-07-30,2026-02-28
cli_0010_ct_0010,Arjun Khan,arjun.khan9@examplemail.com,Orbit Inc,Sales Lead,sql,website_form,India,2025-11-24,2026-02-10
cli_0010_ct_0011,Noah Joshi,noah.joshi10@examplemail.com,North Studio,Marketing Manager,lead,website_form,UAE,2025-07-24,2026-03-14
cli_0010_ct_0012,Noah Joshi,noah.joshi11@examplemail.com,North Studio,RevOps Manager,customer,referral,UAE,2024-12-17,2026-01-16
cli_0010_ct_0013,Zara Bhatia,zara.bhatia12@examplemail.com,North Studio,Marketing Manager,lead,event,United States,2024-11-08,2026-03-07
cli_0010_ct_0014,Ishaan Verma,ishaan.verma13@examplemail.com,Metro Inc,Marketing Manager,lead,import,Canada,2025-11-22,2026-02-04
