contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0016_ct_0001,Ava Joshi,ava.joshi0@examplemail.com,Metro Ltd,Sales Lead,mql,website_form,UAE,2026-01-30,2026-01-01
cli_0016_ct_0002,Kabir Nair,kabir.nair1@examplemail.com,Peak Group,Founder,customer,website_form,United States,2025-05-20,2026-01-17
cli_0016_ct_0003,Anika Nair,anika.nair2@examplemail.com,Blue Commerce,RevOps Manager,lead,referral,United Kingdom,2025-04-19,2025-12-26
cli_0016_ct_0004,Anika Sharma,anika.sharma3@examplemail.com,Peak LLC,Sales Lead,sql,event,UAE,2025-04-08,2026-04-10
cli_0016_ct_0005,Mia Bhatia,mia.bhatia4@examplemail.com,Blue Commerce,Marketing Manager,lead,event,United Kingdom,2025-02-23,2026-02-12
cli_0016_ct_0006,Leo Bhatia,leo.bhatia5@examplemail.com,Acme LLC,RevOps Manager,mql,import,India,2025-09-21,2026-01-15
cli_0016_ct_0007,Zara Mehta,zara.mehta6@examplemail.com,Zen Inc,Marketing Manager,sql,email_reply,UAE,2024-12-15,2026-01-12
cli_0016_ct_0008,Ava Mehta,ava.mehta7@examplemail.com,Blue Commerce,Marketing Manager,customer,website_form,Australia,2026-02-09,2026-02-20
cli_0016_ct_0009,Mia Mehta,mia.mehta8@examplemail.com,Metro Ltd,Founder,lead,email_reply,UAE,2026-03-25,2026-03-11
cli_0016_ct_0010,Ishaan Mehta,ishaan.mehta9@examplemail.com,Acme Ltd,Head of Growth,churn_risk,email_reply,Canada,2025-02-05,2026-03-18
cli_0016_ct_0011,Mia Patel,mia.patel10@examplemail.com,Peak Inc,Founder,lead,email_reply,Australia,2026-02-22,2026-01-26
cli_0016_ct_0012,Ava Khan,ava.khan11@examplemail.com,Blue Commerce,Marketing Manager,sql,event,India,2025-08-04,2026-02-03
cli_0016_ct_0013,Ava Patel,ava.patel12@examplemail.com,Zen LLC,Sales Lead,mql,email_reply,UAE,2026-02-16,2026-04-05
cli_0016_ct_0014,Liam Gupta,liam.gupta13@examplemail.com,Blue Commerce,Marketing Manager,customer,website_form,India,2025-05-29,2026-03-21
cli_0016_ct_0015,Mia Singh,mia.singh14@examplemail.com,Orbit Group,Head of Growth,lead,event,United States,2025-12-13,2026-01-10
cli_0016_ct_0016,Ava Verma,ava.verma15@examplemail.com,Zen LLC,Head of Growth,sql,import,Australia,2025-09-05,2026-04-10
cli_0016_ct_0017,Mia Bhatia,mia.bhatia16@examplemail.com,Blue Commerce,Sales Lead,customer,import,UAE,2026-01-16,2025-12-26
cli_0016_ct_0018,Ava Reddy,ava.reddy17@examplemail.com,Blue Commerce,Marketing Manager,sql,import,United States,2026-03-14,2026-01-10
cli_0016_ct_0019,Zara Patel,zara.patel18@examplemail.com,Blue Commerce,RevOps Manager,lead,referral,Australia,2025-12-16,2026-01-27
cli_0016_ct_0020,Noah Verma,noah.verma19@examplemail.com,Blue Commerce,Marketing Manager,customer,website_form,UAE,2025-08-27,2025-12-30
cli_0016_ct_0021,Arjun Mehta,arjun.mehta20@examplemail.com,Blue Commerce,Head of Growth,sql,email_reply,UAE,2025-12-22,2026-02-22
cli_0016_ct_0022,Anika Gupta,anika.gupta21@examplemail.com,Orbit LLC,Sales Lead,lead,referral,United Kingdom,2025-08-01,2026-04-10
cli_0016_ct_0023,Noah Joshi,noah.joshi22@examplemail.com,Metro LLC,Marketing Manager,lead,import,India,2026-03-12,2026-04-24
cli_0016_ct_0024,Ishaan Verma,ishaan.verma23@examplemail.com,Acme LLC,Head of Growth,lead,email_reply,UAE,2025-03-07,2026-02-03
cli_0016_ct_0025,Ishaan Mehta,ishaan.mehta24@examplemail.com,Blue Commerce,Founder,lead,import,India,2025-03-16,2026-03-25
cli_0016_ct_0026,Anika Reddy,anika.reddy25@examplemail.com,Orbit LLC,Sales Lead,mql,referral,UAE,2025-11-28,2026-04-14
cli_0016_ct_0027,Arjun Nair,arjun.nair26@examplemail.com,Blue Commerce,Marketing Manager,sql,import,India,2026-03-31,2026-02-28
cli_0016_ct_0028,Zara Khan,zara.khan27@examplemail.com,Blue Commerce,Head of Growth,lead,import,United States,2025-07-25,2026-03-07
cli_0016_ct_0029,Mia Gupta,mia.gupta28@examplemail.com,Metro Ltd,Sales Lead,customer,import,Canada,2025-01-22,2026-02-15
cli_0016_ct_0030,Mia Verma,mia.verma29@examplemail.com,Blue Commerce,RevOps Manager,mql,import,Australia,2026-01-17,2026-03-12
cli_0016_ct_0031,Arjun Mehta,arjun.mehta30@examplemail.com,Peak Ltd,Head of Growth,sql,email_reply,Canada,2025-06-20,2026-04-05
cli_0016_ct_0032,Zara Joshi,zara.joshi31@examplemail.com,Peak Ltd,Marketing Manager,sql,referral,United Kingdom,2025-11-18,2026-01-26
