contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0021_ct_0001,Leo Sharma,leo.sharma0@examplemail.com,Blue Commerce,Sales Lead,churn_risk,referral,India,2026-03-06,2026-01-27
cli_0021_ct_0002,Leo Nair,leo.nair1@examplemail.com,Blue Commerce,RevOps Manager,lead,event,United States,2025-11-30,2026-04-01
cli_0021_ct_0003,Ava Khan,ava.khan2@examplemail.com,Blue Commerce,Sales Lead,mql,email_reply,Australia,2024-12-15,2026-04-02
cli_0021_ct_0004,Zara Sharma,zara.sharma3@examplemail.com,Blue Commerce,Founder,churn_risk,import,United Kingdom,2025-12-20,2026-02-01
cli_0021_ct_0005,Maya Gupta,maya.gupta4@examplemail.com,Blue Commerce,Head of Growth,lead,referral,United States,2026-04-04,2026-01-27
cli_0021_ct_0006,Leo Joshi,leo.joshi5@examplemail.com,Zen Group,Founder,mql,referral,UAE,2025-03-16,2026-02-20
cli_0021_ct_0007,Liam Kapoor,liam.kapoor6@examplemail.com,Blue Commerce,Marketing Manager,lead,website_form,India,2025-05-09,2025-12-30
cli_0021_ct_0008,Noah Mehta,noah.mehta7@examplemail.com,Acme Ltd,RevOps Manager,mql,website_form,United States,2025-07-21,2026-01-02
cli_0021_ct_0009,Anika Sharma,anika.sharma8@examplemail.com,Blue Commerce,RevOps Manager,lead,email_reply,Australia,2026-04-08,2026-02-02
cli_0021_ct_0010,Kabir Nair,kabir.nair9@examplemail.com,Zen LLC,Marketing Manager,sql,website_form,Australia,2025-12-08,2026-01-04
cli_0021_ct_0011,Ava Reddy,ava.reddy10@examplemail.com,Orbit Ltd,Marketing Manager,mql,referral,United Kingdom,2026-03-13,2026-03-11
cli_0021_ct_0012,Ava Gupta,ava.gupta11@examplemail.com,Zen Inc,Marketing Manager,mql,website_form,UAE,2026-01-22,2026-01-29
cli_0021_ct_0013,Leo Patel,leo.patel12@examplemail.com,Blue Commerce,Marketing Manager,lead,import,Australia,2025-09-11,2026-01-07
cli_0021_ct_0014,Ishaan Singh,ishaan.singh13@examplemail.com,Blue Commerce,Marketing Manager,mql,referral,United States,2026-03-04,2026-03-15
cli_0021_ct_0015,Kabir Joshi,kabir.joshi14@examplemail.com,Zen Inc,RevOps Manager,mql,website_form,India,2025-01-08,2026-01-16
cli_0021_ct_0016,Arjun Bhatia,arjun.bhatia15@examplemail.com,Orbit Group,Head of Growth,lead,website_form,Australia,2025-07-20,2025-12-28
cli_0021_ct_0017,Kabir Singh,kabir.singh16@examplemail.com,Blue Commerce,Marketing Manager,customer,website_form,United States,2025-10-04,2026-03-07
cli_0021_ct_0018,Arjun Khan,arjun.khan17@examplemail.com,Peak LLC,Marketing Manager,sql,website_form,India,2025-06-30,2026-02-26
cli_0021_ct_0019,Sara Singh,sara.singh18@examplemail.com,Peak Group,RevOps Manager,customer,website_form,Australia,2025-10-29,2026-01-24
cli_0021_ct_0020,Leo Khan,leo.khan19@examplemail.com,Blue Commerce,Sales Lead,lead,website_form,India,2025-04-22,2026-02-21
cli_0021_ct_0021,Liam Reddy,liam.reddy20@examplemail.com,Blue Commerce,RevOps Manager,churn_risk,referral,United Kingdom,2025-11-20,2026-04-11
cli_0021_ct_0022,Noah Singh,noah.singh21@examplemail.com,Orbit Group,Sales Lead,sql,website_form,India,2025-11-09,2026-01-24
cli_0021_ct_0023,Ava Singh,ava.singh22@examplemail.com,Orbit LLC,Marketing Manager,lead,email_reply,Australia,2025-04-05,2026-04-20
cli_0021_ct_0024,Liam Reddy,liam.reddy23@examplemail.com,Blue Commerce,Sales Lead,sql,website_form,United States,2024-12-21,2026-01-27
cli_0021_ct_0025,Maya Patel,maya.patel24@examplemail.com,Peak Inc,Marketing Manager,mql,event,United Kingdom,2026-02-16,2026-01-29
cli_0021_ct_0026,Arjun Nair,arjun.nair25@examplemail.com,Blue Commerce,Marketing Manager,lead,referral,Canada,2024-12-13,2026-01-26
cli_0021_ct_0027,Liam Kapoor,liam.kapoor26@examplemail.com,Blue Commerce,Head of Growth,mql,event,Canada,2025-01-13,2026-04-08
cli_0021_ct_0028,Sara Reddy,sara.reddy27@examplemail.com,Blue Commerce,Founder,churn_risk,import,Canada,2026-02-22,2026-02-01
cli_0021_ct_0029,Ishaan Gupta,ishaan.gupta28@examplemail.com,Blue Commerce,Head of Growth,sql,referral,Australia,2024-11-30,2026-04-05
cli_0021_ct_0030,Maya Kapoor,maya.kapoor29@examplemail.com,Blue Commerce,Head of Growth,customer,website_form,Canada,2025-03-25,2026-01-24
cli_0021_ct_0031,Ishaan Patel,ishaan.patel30@examplemail.com,Blue Commerce,Founder,mql,email_reply,Canada,2025-05-16,2026-01-25
cli_0021_ct_0032,Liam Khan,liam.khan31@examplemail.com,Peak Inc,Head of Growth,mql,import,Canada,2025-01-11,2026-01-14
cli_0021_ct_0033,Mia Verma,mia.verma32@examplemail.com,Metro Inc,Founder,lead,email_reply,United Kingdom,2025-08-17,2026-01-19
cli_0021_ct_0034,Sara Singh,sara.singh33@examplemail.com,Orbit Ltd,Sales Lead,lead,import,Canada,2025-06-15,2025-12-30
cli_0021_ct_0035,Mia Reddy,mia.reddy34@examplemail.com,Blue Commerce,Head of Growth,lead,import,Canada,2025-12-28,2026-03-03
cli_0021_ct_0036,Sara Bhatia,sara.bhatia35@examplemail.com,Blue Commerce,Sales Lead,mql,website_form,Canada,2025-09-05,2026-02-02
cli_0021_ct_0037,Liam Sharma,liam.sharma36@examplemail.com,Blue Commerce,Marketing Manager,lead,import,United States,2024-11-15,2026-02-28
cli_0021_ct_0038,Ishaan Gupta,ishaan.gupta37@examplemail.com,Zen Group,Head of Growth,sql,event,United States,2026-02-05,2026-01-31
cli_0021_ct_0039,Arjun Nair,arjun.nair38@examplemail.com,Peak Inc,Marketing Manager,mql,website_form,United States,2026-02-08,2025-12-31
cli_0021_ct_0040,Kabir Bhatia,kabir.bhatia39@examplemail.com,Blue Commerce,Founder,lead,referral,India,2025-08-10,2026-01-13
cli_0021_ct_0041,Liam Nair,liam.nair40@examplemail.com,Metro LLC,Founder,mql,website_form,United States,2026-04-23,2026-01-22
cli_0021_ct_0042,Arjun Patel,arjun.patel41@examplemail.com,Zen Inc,RevOps Manager,mql,import,India,2025-10-18,2026-03-25
cli_0021_ct_0043,Ava Verma,ava.verma42@examplemail.com,Blue Commerce,Founder,lead,event,United Kingdom,2025-10-31,2026-01-14
cli_0021_ct_0044,Leo Sharma,leo.sharma43@examplemail.com,Blue Commerce,Marketing Manager,sql,import,Australia,2025-02-26,2026-01-02
cli_0021_ct_0045,Anika Nair,anika.nair44@examplemail.com,Blue Commerce,Marketing Manager,lead,website_form,United Kingdom,2024-12-03,2026-02-22
cli_0021_ct_0046,Anika Mehta,anika.mehta45@examplemail.com,Blue Commerce,Marketing Manager,lead,website_form,United Kingdom,2025-11-01,2025-12-25
cli_0021_ct_0047,Ishaan Verma,ishaan.verma46@examplemail.com,Peak Inc,Marketing Manager,lead,import,India,2025-04-04,2026-03-10
cli_0021_ct_0048,Noah Khan,noah.khan47@examplemail.com,Zen Inc,Marketing Manager,sql,event,India,2026-02-24,2026-01-21
cli_0021_ct_0049,Zara Nair,zara.nair48@examplemail.com,Acme Ltd,Founder,customer,email_reply,United Kingdom,2025-09-25,2026-02-25
cli_0021_ct_0050,Maya Mehta,maya.mehta49@examplemail.com,Orbit LLC,Head of Growth,lead,website_form,UAE,2025-06-11,2026-01-08
cli_0021_ct_0051,Anika Khan,anika.khan50@examplemail.com,Blue Commerce,RevOps Manager,churn_risk,import,UAE,2024-11-02,2026-03-05
cli_0021_ct_0052,Mia Nair,mia.nair51@examplemail.com,Blue Commerce,RevOps Manager,lead,email_reply,Australia,2025-03-08,2026-02-03
cli_0021_ct_0053,Maya Bhatia,maya.bhatia52@examplemail.com,Blue Commerce,Marketing Manager,lead,import,Australia,2025-07-07,2025-12-30
