contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0018_ct_0001,Anika Verma,anika.verma0@examplemail.com,Metro Ltd,Marketing Manager,lead,referral,UAE,2026-03-26,2026-03-15
cli_0018_ct_0002,Ishaan Patel,ishaan.patel1@examplemail.com,Orbit Ltd,Head of Growth,lead,import,UAE,2025-06-05,2026-01-14
cli_0018_ct_0003,Noah Sharma,noah.sharma2@examplemail.com,Signal Collective,Head of Growth,sql,event,Australia,2025-11-14,2026-01-11
cli_0018_ct_0004,Noah Mehta,noah.mehta3@examplemail.com,Signal Collective,Founder,lead,import,Canada,2025-12-08,2026-01-13
cli_0018_ct_0005,Noah Verma,noah.verma4@examplemail.com,Signal Collective,Marketing Manager,lead,event,UAE,2025-11-07,2026-01-26
cli_0018_ct_0006,Ishaan Sharma,ishaan.sharma5@examplemail.com,Acme Group,Sales Lead,sql,event,UAE,2025-03-11,2025-12-27
cli_0018_ct_0007,Leo Gupta,leo.gupta6@examplemail.com,Zen Group,RevOps Manager,customer,import,United Kingdom,2024-11-22,2026-02-20
cli_0018_ct_0008,Zara Nair,zara.nair7@examplemail.com,Signal Collective,Sales Lead,lead,event,United Kingdom,2025-05-04,2026-02-05
cli_0018_ct_0009,Noah Kapoor,noah.kapoor8@examplemail.com,Peak Group,Head of Growth,lead,referral,United Kingdom,2026-03-14,2026-04-01
cli_0018_ct_0010,Liam Joshi,liam.joshi9@examplemail.com,Orbit Ltd,Head of Growth,sql,import,Australia,2025-08-09,2026-02-07
cli_0018_ct_0011,Maya Singh,maya.singh10@examplemail.com,Signal Collective,Sales Lead,lead,referral,UAE,2025-04-30,2025-12-28
cli_0018_ct_0012,Ava Nair,ava.nair11@examplemail.com,Acme Inc,Head of Growth,mql,referral,Canada,2025-12-17,2026-01-23
cli_0018_ct_0013,Ava Nair,ava.nair12@examplemail.com,Signal Collective,Marketing Manager,lead,import,United States,2026-01-22,2026-03-23
cli_0018_ct_0014,Zara Khan,zara.khan13@examplemail.com,Signal Collective,Marketing Manager,lead,import,UAE,2025-02-17,2026-04-22
cli_0018_ct_0015,Mia Sharma,mia.sharma14@examplemail.com,Signal Collective,Sales Lead,sql,import,Canada,2024-11-28,2026-02-02
cli_0018_ct_0016,Maya Verma,maya.verma15@examplemail.com,Signal Collective,RevOps Manager,customer,referral,UAE,2025-11-14,2026-02-06
cli_0018_ct_0017,Maya Bhatia,maya.bhatia16@examplemail.com,Acme Ltd,Marketing Manager,lead,website_form,UAE,2025-06-18,2026-03-02
cli_0018_ct_0018,Sara Sharma,sara.sharma17@examplemail.com,Signal Collective,Sales Lead,mql,referral,UAE,2025-08-19,2026-03-05
cli_0018_ct_0019,Ava Patel,ava.patel18@examplemail.com,Signal Collective,Sales Lead,mql,website_form,Canada,2025-05-28,2026-02-25
cli_0018_ct_0020,Ava Mehta,ava.mehta19@examplemail.com,Orbit Ltd,Head of Growth,sql,website_form,United States,2026-02-26,2026-03-23
cli_0018_ct_0021,Arjun Nair,arjun.nair20@examplemail.com,Metro Inc,Sales Lead,sql,website_form,Australia,2025-02-03,2026-01-14
cli_0018_ct_0022,Ishaan Nair,ishaan.nair21@examplemail.com,Signal Collective,RevOps Manager,churn_risk,email_reply,Canada,2026-03-05,2026-03-02
cli_0018_ct_0023,Anika Mehta,anika.mehta22@examplemail.com,Acme Group,Founder,sql,website_form,UAE,2025-04-27,2026-01-04
cli_0018_ct_0024,Maya Verma,maya.verma23@examplemail.com,Zen Ltd,Sales Lead,lead,email_reply,UAE,2024-11-17,2026-03-02
