deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0018_dl_0001,cli_0018_ct_0030,Signal Collective - service retainer,won,4367.66,EUR,63,event,Liam Verma,2026-02-13,2026-03-18
cli_0018_dl_0002,cli_0018_ct_0095,Signal Collective - pro plan,new,12295.95,EUR,61,event,Maya Sharma,2025-12-03,2026-01-20
cli_0018_dl_0003,cli_0018_ct_0095,Signal Collective - audit package,qualified,4632.71,EUR,91,event,Zara Joshi,2026-01-31,2026-02-07
cli_0018_dl_0004,cli_0018_ct_0095,Signal Collective - starter plan,lost,13532.83,EUR,88,event,Mia Kapoor,2025-12-28,2025-12-31
cli_0018_dl_0005,cli_0018_ct_0086,Signal Collective - audit package,qualified,12584.5,EUR,93,website_form,Leo Sharma,2026-03-05,2026-03-09
cli_0018_dl_0006,cli_0018_ct_0049,Signal Collective - audit package,proposal,24097.99,EUR,65,import,Mia Kapoor,2025-11-24,2025-12-01
cli_0018_dl_0007,cli_0018_ct_0134,Signal Collective - annual subscription,qualified,21030.17,EUR,14,referral,Kabir Patel,2026-03-15,2026-03-22
cli_0018_dl_0008,cli_0018_ct_0003,Signal Collective - premium bundle,qualified,17943.11,EUR,75,event,Liam Patel,2026-03-22,2026-04-22
cli_0018_dl_0009,cli_0018_ct_0042,Signal Collective - pro plan,new,1993.76,EUR,39,import,Mia Kapoor,2026-02-17,2026-04-15
cli_0018_dl_0010,cli_0018_ct_0066,Signal Collective - membership,proposal,10571.73,EUR,65,referral,Arjun Gupta,2026-01-21,2026-03-10
cli_0018_dl_0011,cli_0018_ct_0111,Signal Collective - starter plan,proposal,11935.31,EUR,44,email_reply,Zara Patel,2026-02-19,2026-04-05
cli_0018_dl_0012,cli_0018_ct_0087,Signal Collective - audit package,negotiation,3361.21,EUR,42,import,Leo Joshi,2026-02-13,2026-03-17
cli_0018_dl_0013,cli_0018_ct_0065,Signal Collective - pro plan,proposal,17713.36,EUR,51,website_form,Zara Reddy,2025-12-23,2026-01-24
cli_0018_dl_0014,cli_0018_ct_0141,Signal Collective - service retainer,proposal,9713.42,EUR,11,referral,Ava Gupta,2025-11-13,2025-11-22
cli_0018_dl_0015,cli_0018_ct_0032,Signal Collective - audit package,lost,18353.86,EUR,16,website_form,Ava Verma,2026-01-10,2026-02-23
cli_0018_dl_0016,cli_0018_ct_0057,Signal Collective - annual subscription,negotiation,23798.35,EUR,46,email_reply,Ishaan Nair,2026-01-24,2026-03-02
cli_0018_dl_0017,cli_0018_ct_0061,Signal Collective - starter plan,lost,16395.36,EUR,40,website_form,Anika Mehta,2025-12-22,2026-02-13
cli_0018_dl_0018,cli_0018_ct_0036,Signal Collective - starter plan,proposal,19658.28,EUR,89,import,Liam Nair,2026-01-09,2026-01-28
cli_0018_dl_0019,cli_0018_ct_0078,Signal Collective - membership,qualified,270.2,EUR,84,import,Zara Khan,2026-02-02,2026-03-15
cli_0018_dl_0020,cli_0018_ct_0147,Signal Collective - starter plan,won,1578.2,EUR,81,email_reply,Mia Reddy,2026-03-06,2026-03-14
cli_0018_dl_0021,cli_0018_ct_0097,Signal Collective - audit package,qualified,10083.75,EUR,13,event,Ishaan Reddy,2025-12-23,2026-02-07
cli_0018_dl_0022,cli_0018_ct_0111,Signal Collective - annual subscription,qualified,9742.41,EUR,16,email_reply,Sara Nair,2026-02-05,2026-02-26
cli_0018_dl_0023,cli_0018_ct_0118,Signal Collective - membership,qualified,972.04,EUR,10,email_reply,Mia Bhatia,2026-01-09,2026-01-24
cli_0018_dl_0024,cli_0018_ct_0027,Signal Collective - premium bundle,qualified,14725.34,EUR,21,email_reply,Mia Joshi,2025-12-27,2026-01-15
cli_0018_dl_0025,cli_0018_ct_0102,Signal Collective - audit package,negotiation,10523.27,EUR,46,website_form,Mia Singh,2025-12-01,2025-12-12
cli_0018_dl_0026,cli_0018_ct_0008,Signal Collective - starter plan,lost,14323.72,EUR,51,event,Liam Khan,2025-10-23,2025-12-09
cli_0018_dl_0027,cli_0018_ct_0033,Signal Collective - pro plan,new,22458.23,EUR,72,website_form,Maya Singh,2025-09-25,2025-11-05
cli_0018_dl_0028,cli_0018_ct_0115,Signal Collective - membership,qualified,23086.04,EUR,78,website_form,Ava Gupta,2025-12-11,2025-12-25
cli_0018_dl_0029,cli_0018_ct_0106,Signal Collective - premium bundle,qualified,14310.05,EUR,85,website_form,Ava Nair,2025-11-06,2025-11-18
cli_0018_dl_0030,cli_0018_ct_0113,Signal Collective - audit package,lost,4776.53,EUR,50,website_form,Maya Singh,2025-12-01,2025-12-05
cli_0018_dl_0031,cli_0018_ct_0097,Signal Collective - membership,proposal,7690.0,EUR,87,event,Maya Patel,2025-12-26,2026-02-15
cli_0018_dl_0032,cli_0018_ct_0061,Signal Collective - service retainer,lost,11664.87,EUR,71,website_form,Kabir Kapoor,2026-02-25,2026-03-06
cli_0018_dl_0033,cli_0018_ct_0095,Signal Collective - audit package,lost,6259.68,EUR,28,event,Arjun Mehta,2026-02-16,2026-03-22
