invoice_id,invoice_date,due_date,currency,amount,status,customer_name,line_items
cli_0002_inv_0001,2026-02-05,2026-03-29,GBP,5671.62,paid,Ava Sharma,consulting; media spend; setup fee
cli_0002_inv_0002,2026-03-30,2026-04-16,GBP,4353.28,open,Kabir Sharma,media spend; creative work
cli_0002_inv_0003,2025-10-27,2026-04-17,GBP,7010.63,paid,Anika Gupta,strategy work; media spend
cli_0002_inv_0004,2026-01-28,2026-05-26,GBP,3049.04,paid,Sara Kapoor,creative work
cli_0002_inv_0005,2025-12-31,2026-05-28,GBP,5959.72,paid,Ava Reddy,consulting
cli_0002_inv_0006,2026-03-27,2026-04-28,GBP,8615.55,paid,Leo Reddy,setup fee; strategy work; creative work
cli_0002_inv_0007,2025-11-10,2026-03-26,GBP,5519.4,paid,Sara Verma,creative work
cli_0002_inv_0008,2026-01-25,2026-04-24,GBP,3296.38,open,Leo Mehta,strategy work; creative work; consulting
cli_0002_inv_0009,2025-11-15,2026-05-31,GBP,6857.08,paid,Noah Patel,media spend
cli_0002_inv_0010,2025-11-10,2026-05-14,GBP,11861.14,paid,Anika Reddy,creative work; setup fee
cli_0002_inv_0011,2025-10-28,2026-06-04,GBP,1164.76,paid,Arjun Reddy,support
cli_0002_inv_0012,2026-03-10,2026-05-24,GBP,2261.32,paid,Arjun Joshi,setup fee
cli_0002_inv_0013,2026-01-25,2026-05-11,GBP,204.63,overdue,Arjun Verma,consulting
cli_0002_inv_0014,2026-02-20,2026-04-06,GBP,4483.23,overdue,Leo Singh,consulting; setup fee; support
cli_0002_inv_0015,2026-04-15,2026-04-06,GBP,1340.22,open,Leo Reddy,consulting; media spend; setup fee
cli_0002_inv_0016,2026-01-24,2026-04-27,GBP,8890.5,paid,Sara Kapoor,strategy work
cli_0002_inv_0017,2026-01-31,2026-04-12,GBP,3829.1,paid,Kabir Patel,support; setup fee
cli_0002_inv_0018,2025-11-03,2026-05-12,GBP,6924.31,open,Ava Verma,support; setup fee
cli_0002_inv_0019,2026-03-30,2026-04-21,GBP,7192.91,paid,Kabir Nair,support
cli_0002_inv_0020,2025-11-17,2026-04-02,GBP,11920.23,open,Ava Verma,creative work; media spend
cli_0002_inv_0021,2026-01-24,2026-06-01,GBP,8372.63,paid,Liam Patel,media spend; support
cli_0002_inv_0022,2026-03-06,2026-05-10,GBP,2531.97,paid,Noah Patel,consulting; creative work
cli_0002_inv_0023,2026-03-14,2026-04-14,GBP,3075.72,open,Liam Bhatia,support; creative work
cli_0002_inv_0024,2026-03-27,2026-04-21,GBP,1416.72,paid,Arjun Joshi,consulting; strategy work; media spend
cli_0002_inv_0025,2026-03-10,2026-04-10,GBP,943.31,open,Arjun Khan,media spend; setup fee; strategy work
cli_0002_inv_0026,2026-02-27,2026-05-09,GBP,10437.93,paid,Noah Joshi,setup fee; media spend
cli_0002_inv_0027,2026-03-23,2026-04-19,GBP,7090.56,paid,Anika Bhatia,strategy work; media spend
cli_0002_inv_0028,2026-03-30,2026-04-25,GBP,2193.8,open,Ava Reddy,creative work
cli_0002_inv_0029,2026-03-04,2026-05-28,GBP,6603.39,paid,Ishaan Kapoor,creative work
cli_0002_inv_0030,2026-04-17,2026-05-17,GBP,11748.02,paid,Ava Nair,media spend
cli_0002_inv_0031,2026-04-23,2026-05-08,GBP,5906.08,paid,Arjun Joshi,setup fee; consulting; support
cli_0002_inv_0032,2025-12-31,2026-04-04,GBP,3849.4,paid,Sara Reddy,consulting; setup fee; strategy work
cli_0002_inv_0033,2025-11-22,2026-04-04,GBP,4309.63,paid,Ava Khan,strategy work; media spend; setup fee
cli_0002_inv_0034,2026-03-30,2026-04-18,GBP,6913.73,paid,Liam Patel,strategy work; creative work; media spend
cli_0002_inv_0035,2026-04-05,2026-03-27,GBP,9837.86,open,Leo Singh,support
cli_0002_inv_0036,2025-12-27,2026-04-18,GBP,9426.75,paid,Sara Joshi,setup fee; support
cli_0002_inv_0037,2026-03-29,2026-04-09,GBP,8913.71,paid,Mia Bhatia,consulting
cli_0002_inv_0038,2026-01-29,2026-03-29,GBP,4592.23,open,Ava Reddy,consulting; strategy work; support
cli_0002_inv_0039,2026-03-17,2026-04-02,GBP,5729.09,open,Anika Kapoor,setup fee
cli_0002_inv_0040,2026-02-07,2026-05-15,GBP,3200.0,paid,Ava Verma,creative work
cli_0002_inv_0041,2026-02-08,2026-06-07,GBP,6051.89,paid,Liam Joshi,strategy work; media spend
cli_0002_inv_0042,2025-11-30,2026-06-04,GBP,9349.66,paid,Anika Gupta,creative work; setup fee; consulting
cli_0002_inv_0043,2026-01-14,2026-06-06,GBP,7845.86,overdue,Arjun Kapoor,strategy work
cli_0002_inv_0044,2026-02-20,2026-04-24,GBP,9265.43,paid,Mia Gupta,setup fee; creative work; media spend
cli_0002_inv_0045,2025-12-01,2026-04-01,GBP,7712.04,paid,Maya Verma,support; strategy work
cli_0002_inv_0046,2025-10-26,2026-06-01,GBP,1784.29,open,Arjun Khan,consulting; media spend
cli_0002_inv_0047,2026-04-21,2026-03-25,GBP,6026.71,paid,Arjun Bhatia,strategy work
cli_0002_inv_0048,2026-03-06,2026-04-29,GBP,10190.56,paid,Sara Kapoor,setup fee
cli_0002_inv_0049,2025-11-26,2026-04-01,GBP,11824.55,paid,Ava Joshi,media spend
cli_0002_inv_0050,2025-11-16,2026-06-03,GBP,929.01,paid,Kabir Reddy,creative work; support; consulting
cli_0002_inv_0051,2026-02-14,2026-05-01,GBP,280.16,paid,Mia Verma,media spend; setup fee; support
