contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0004_ct_0001,Liam Gupta,liam.gupta0@examplemail.com,North Growth,RevOps Manager,lead,import,United States,2025-05-05,2025-12-31
cli_0004_ct_0002,Zara Joshi,zara.joshi1@examplemail.com,North Growth,Head of Growth,mql,email_reply,United Kingdom,2025-02-25,2026-03-15
cli_0004_ct_0003,Ishaan Bhatia,ishaan.bhatia2@examplemail.com,Metro Inc,Marketing Manager,customer,website_form,United States,2025-11-26,2026-04-15
cli_0004_ct_0004,Ishaan Singh,ishaan.singh3@examplemail.com,Metro LLC,Head of Growth,lead,website_form,UAE,2025-07-01,2026-03-20
cli_0004_ct_0005,Sara Mehta,sara.mehta4@examplemail.com,North Growth,Marketing Manager,customer,import,UAE,2025-02-13,2026-01-11
cli_0004_ct_0006,Zara Kapoor,zara.kapoor5@examplemail.com,North Growth,Head of Growth,mql,website_form,United Kingdom,2025-10-23,2026-01-30
cli_0004_ct_0007,Maya Reddy,maya.reddy6@examplemail.com,Zen LLC,Head of Growth,lead,email_reply,Australia,2025-11-22,2026-01-01
cli_0004_ct_0008,Anika Verma,anika.verma7@examplemail.com,North Growth,Head of Growth,sql,website_form,Australia,2024-11-12,2026-04-05
cli_0004_ct_0009,Sara Gupta,sara.gupta8@examplemail.com,Zen Group,Head of Growth,mql,website_form,Canada,2025-01-04,2026-03-26
cli_0004_ct_0010,Liam Joshi,liam.joshi9@examplemail.com,Acme Group,Marketing Manager,lead,import,United States,2024-12-07,2026-04-05
cli_0004_ct_0011,Mia Singh,mia.singh10@examplemail.com,North Growth,Marketing Manager,mql,event,United Kingdom,2025-05-22,2026-02-24
cli_0004_ct_0012,Ava Khan,ava.khan11@examplemail.com,Peak Inc,RevOps Manager,customer,import,Canada,2025-07-30,2026-04-20
cli_0004_ct_0013,Leo Singh,leo.singh12@examplemail.com,Peak Inc,Marketing Manager,lead,import,United States,2025-08-26,2026-01-09
cli_0004_ct_0014,Leo Khan,leo.khan13@examplemail.com,Metro LLC,Marketing Manager,customer,event,Canada,2025-04-03,2026-01-10
cli_0004_ct_0015,Zara Gupta,zara.gupta14@examplemail.com,North Growth,Founder,lead,import,United Kingdom,2025-11-16,2026-01-27
cli_0004_ct_0016,Sara Patel,sara.patel15@examplemail.com,Peak LLC,Founder,mql,website_form,United Kingdom,2024-12-12,2025-12-26
cli_0004_ct_0017,Kabir Patel,kabir.patel16@examplemail.com,Orbit Group,Sales Lead,customer,event,United States,2024-12-19,2026-03-01
cli_0004_ct_0018,Arjun Patel,arjun.patel17@examplemail.com,Acme Group,Sales Lead,lead,email_reply,United Kingdom,2025-10-28,2026-03-19
cli_0004_ct_0019,Leo Reddy,leo.reddy18@examplemail.com,Metro Inc,Founder,mql,website_form,India,2025-11-30,2026-02-10
cli_0004_ct_0020,Leo Gupta,leo.gupta19@examplemail.com,North Growth,Marketing Manager,churn_risk,website_form,United States,2025-05-11,2026-01-30
cli_0004_ct_0021,Maya Joshi,maya.joshi20@examplemail.com,Orbit Inc,Sales Lead,mql,website_form,Canada,2026-02-07,2025-12-27
cli_0004_ct_0022,Mia Joshi,mia.joshi21@examplemail.com,North Growth,Marketing Manager,sql,email_reply,Australia,2025-04-13,2026-03-27
cli_0004_ct_0023,Leo Bhatia,leo.bhatia22@examplemail.com,North Growth,Sales Lead,churn_risk,event,Canada,2026-02-09,2026-01-01
cli_0004_ct_0024,Noah Nair,noah.nair23@examplemail.com,Metro Ltd,Marketing Manager,mql,website_form,United States,2025-06-11,2026-03-17
cli_0004_ct_0025,Ishaan Mehta,ishaan.mehta24@examplemail.com,North Growth,Sales Lead,lead,website_form,India,2025-12-26,2026-02-16
cli_0004_ct_0026,Sara Nair,sara.nair25@examplemail.com,Peak Inc,RevOps Manager,lead,referral,Canada,2025-07-23,2026-01-08
cli_0004_ct_0027,Mia Sharma,mia.sharma26@examplemail.com,Zen Inc,RevOps Manager,mql,import,United States,2026-03-26,2026-03-19
cli_0004_ct_0028,Mia Kapoor,mia.kapoor27@examplemail.com,North Growth,Marketing Manager,sql,email_reply,Australia,2025-11-02,2026-01-19
cli_0004_ct_0029,Anika Kapoor,anika.kapoor28@examplemail.com,Orbit Ltd,Marketing Manager,customer,import,Canada,2025-03-02,2026-03-26
cli_0004_ct_0030,Maya Joshi,maya.joshi29@examplemail.com,Zen Inc,Sales Lead,mql,import,India,2026-02-19,2026-01-16
cli_0004_ct_0031,Leo Sharma,leo.sharma30@examplemail.com,North Growth,Head of Growth,customer,import,India,2025-01-14,2026-04-20
cli_0004_ct_0032,Liam Joshi,liam.joshi31@examplemail.com,North Growth,Marketing Manager,sql,website_form,United States,2024-10-31,2026-03-06
cli_0004_ct_0033,Zara Patel,zara.patel32@examplemail.com,North Growth,Head of Growth,sql,email_reply,UAE,2025-12-25,2026-03-11
cli_0004_ct_0034,Leo Nair,leo.nair33@examplemail.com,North Growth,Sales Lead,lead,website_form,UAE,2024-12-16,2026-03-24
cli_0004_ct_0035,Arjun Nair,arjun.nair34@examplemail.com,Peak Group,Head of Growth,customer,import,United States,2025-03-15,2026-03-12
cli_0004_ct_0036,Sara Bhatia,sara.bhatia35@examplemail.com,North Growth,Marketing Manager,churn_risk,event,Canada,2026-03-25,2026-01-03
cli_0004_ct_0037,Sara Bhatia,sara.bhatia36@examplemail.com,Acme Inc,Head of Growth,lead,website_form,Canada,2026-03-10,2026-03-08
cli_0004_ct_0038,Ava Patel,ava.patel37@examplemail.com,North Growth,Marketing Manager,churn_risk,event,Australia,2026-01-01,2025-12-28
cli_0004_ct_0039,Ishaan Patel,ishaan.patel38@examplemail.com,Peak Inc,Marketing Manager,lead,import,Australia,2025-06-17,2026-01-30
cli_0004_ct_0040,Zara Kapoor,zara.kapoor39@examplemail.com,Peak Ltd,Founder,mql,email_reply,India,2024-12-02,2026-02-12
cli_0004_ct_0041,Anika Patel,anika.patel40@examplemail.com,Acme LLC,Founder,churn_risk,event,Australia,2025-06-15,2026-04-05
cli_0004_ct_0042,Noah Singh,noah.singh41@examplemail.com,Acme Inc,RevOps Manager,lead,import,United Kingdom,2025-05-21,2026-01-05
cli_0004_ct_0043,Maya Gupta,maya.gupta42@examplemail.com,North Growth,Head of Growth,customer,email_reply,Australia,2025-07-10,2026-02-19
cli_0004_ct_0044,Sara Nair,sara.nair43@examplemail.com,Orbit Ltd,Marketing Manager,lead,website_form,United States,2026-03-24,2025-12-29
cli_0004_ct_0045,Kabir Nair,kabir.nair44@examplemail.com,Metro Group,Head of Growth,mql,website_form,Australia,2025-08-24,2026-04-02
cli_0004_ct_0046,Liam Kapoor,liam.kapoor45@examplemail.com,Zen Inc,Founder,sql,referral,UAE,2025-07-05,2026-04-09
cli_0004_ct_0047,Kabir Singh,kabir.singh46@examplemail.com,North Growth,Marketing Manager,lead,email_reply,India,2025-09-26,2026-02-12
cli_0004_ct_0048,Arjun Nair,arjun.nair47@examplemail.com,Acme Ltd,Founder,mql,website_form,United Kingdom,2026-03-02,2026-02-11
cli_0004_ct_0049,Zara Sharma,zara.sharma48@examplemail.com,Acme Group,Founder,mql,website_form,United Kingdom,2026-01-17,2026-01-05
cli_0004_ct_0050,Sara Patel,sara.patel49@examplemail.com,Metro Inc,Head of Growth,mql,import,United States,2025-10-19,2026-01-02
cli_0004_ct_0051,Mia Sharma,mia.sharma50@examplemail.com,Zen Inc,Head of Growth,lead,email_reply,Canada,2026-01-29,2026-01-24
cli_0004_ct_0052,Anika Reddy,anika.reddy51@examplemail.com,North Growth,Sales Lead,mql,website_form,Canada,2026-01-06,2026-04-07
cli_0004_ct_0053,Liam Patel,liam.patel52@examplemail.com,North Growth,Sales Lead,sql,referral,United Kingdom,2024-12-16,2026-03-03
cli_0004_ct_0054,Sara Gupta,sara.gupta53@examplemail.com,Metro LLC,Founder,mql,website_form,Australia,2025-03-19,2026-01-13
cli_0004_ct_0055,Ava Reddy,ava.reddy54@examplemail.com,North Growth,Marketing Manager,sql,website_form,Canada,2025-12-12,2026-01-07
cli_0004_ct_0056,Anika Nair,anika.nair55@examplemail.com,Metro Group,Marketing Manager,mql,website_form,United Kingdom,2026-02-01,2026-01-14
cli_0004_ct_0057,Liam Nair,liam.nair56@examplemail.com,Metro Inc,Founder,lead,referral,United States,2024-12-04,2026-03-27
cli_0004_ct_0058,Kabir Reddy,kabir.reddy57@examplemail.com,Acme Inc,Sales Lead,mql,event,United States,2026-04-04,2026-03-02
cli_0004_ct_0059,Leo Nair,leo.nair58@examplemail.com,Acme Ltd,Sales Lead,lead,website_form,United Kingdom,2026-04-11,2026-01-08
cli_0004_ct_0060,Mia Bhatia,mia.bhatia59@examplemail.com,Metro Inc,RevOps Manager,mql,import,UAE,2024-11-15,2026-02-26
cli_0004_ct_0061,Ishaan Bhatia,ishaan.bhatia60@examplemail.com,Peak Group,Head of Growth,lead,website_form,India,2025-10-17,2025-12-29
cli_0004_ct_0062,Ava Singh,ava.singh61@examplemail.com,Zen Group,RevOps Manager,mql,referral,Canada,2025-03-10,2026-01-08
cli_0004_ct_0063,Anika Kapoor,anika.kapoor62@examplemail.com,North Growth,Head of Growth,mql,event,UAE,2026-01-13,2026-01-25
cli_0004_ct_0064,Kabir Verma,kabir.verma63@examplemail.com,Zen Ltd,Marketing Manager,churn_risk,email_reply,United Kingdom,2026-01-03,2026-01-06
cli_0004_ct_0065,Sara Patel,sara.patel64@examplemail.com,Peak Ltd,Marketing Manager,customer,referral,India,2025-12-12,2026-03-20
cli_0004_ct_0066,Liam Sharma,liam.sharma65@examplemail.com,North Growth,Head of Growth,lead,website_form,United Kingdom,2026-01-09,2026-04-14
cli_0004_ct_0067,Arjun Kapoor,arjun.kapoor66@examplemail.com,Metro Ltd,Marketing Manager,sql,event,United States,2026-03-30,2026-03-08
cli_0004_ct_0068,Anika Verma,anika.verma67@examplemail.com,North Growth,Head of Growth,lead,website_form,United States,2026-04-01,2026-03-21
cli_0004_ct_0069,Kabir Joshi,kabir.joshi68@examplemail.com,North Growth,Marketing Manager,sql,website_form,India,2025-12-03,2026-04-21
cli_0004_ct_0070,Ava Joshi,ava.joshi69@examplemail.com,Zen Inc,Marketing Manager,sql,referral,United States,2025-10-23,2026-02-23
cli_0004_ct_0071,Kabir Reddy,kabir.reddy70@examplemail.com,Metro LLC,Founder,mql,import,India,2025-09-18,2026-03-20
cli_0004_ct_0072,Anika Sharma,anika.sharma71@examplemail.com,Peak Inc,Sales Lead,lead,email_reply,United States,2025-04-09,2026-02-10
cli_0004_ct_0073,Maya Reddy,maya.reddy72@examplemail.com,Acme Ltd,Sales Lead,lead,email_reply,India,2025-12-02,2026-03-20
cli_0004_ct_0074,Arjun Khan,arjun.khan73@examplemail.com,Zen LLC,Head of Growth,sql,referral,UAE,2026-03-04,2026-02-19
cli_0004_ct_0075,Ava Patel,ava.patel74@examplemail.com,North Growth,Sales Lead,mql,email_reply,Canada,2026-02-26,2026-03-19
cli_0004_ct_0076,Noah Nair,noah.nair75@examplemail.com,North Growth,Marketing Manager,lead,website_form,India,2026-02-20,2026-01-22
cli_0004_ct_0077,Zara Nair,zara.nair76@examplemail.com,Zen LLC,Marketing Manager,lead,email_reply,Canada,2025-06-13,2026-01-28
cli_0004_ct_0078,Maya Reddy,maya.reddy77@examplemail.com,Metro Inc,Head of Growth,lead,email_reply,Australia,2025-10-31,2026-03-14
