invoice_id,invoice_date,due_date,currency,amount,status,customer_name,line_items
cli_0001_inv_0001,2026-01-13,2026-05-18,USD,8845.59,paid,Maya Joshi,strategy work; setup fee
cli_0001_inv_0002,2025-12-17,2026-05-29,USD,10235.74,paid,Liam Reddy,strategy work
cli_0001_inv_0003,2026-03-01,2026-04-02,USD,10209.62,paid,Liam Nair,creative work; media spend
cli_0001_inv_0004,2026-03-14,2026-05-07,USD,2762.38,paid,Mia Mehta,strategy work; creative work
cli_0001_inv_0005,2025-10-26,2026-05-25,USD,4370.6,paid,Maya Gupta,media spend; support; setup fee
cli_0001_inv_0006,2026-02-19,2026-04-25,USD,5820.14,open,Mia Khan,strategy work; setup fee; support
cli_0001_inv_0007,2026-04-05,2026-04-23,USD,11797.89,overdue,Sara Gupta,creative work; strategy work; support
cli_0001_inv_0008,2026-04-08,2026-06-07,USD,8344.88,paid,Anika Mehta,consulting
cli_0001_inv_0009,2025-11-28,2026-05-27,USD,3585.44,overdue,Sara Kapoor,creative work; consulting
cli_0001_inv_0010,2025-12-12,2026-05-09,USD,10718.3,paid,Sara Sharma,media spend; setup fee; support
cli_0001_inv_0011,2026-03-27,2026-06-07,USD,1603.31,paid,Liam Joshi,media spend; setup fee
cli_0001_inv_0012,2025-12-14,2026-05-08,USD,11743.15,overdue,Noah Sharma,media spend
cli_0001_inv_0013,2026-02-07,2026-06-06,USD,11273.85,overdue,Kabir Patel,setup fee; consulting; support
cli_0001_inv_0014,2025-12-09,2026-04-19,USD,7362.69,paid,Noah Reddy,media spend
cli_0001_inv_0015,2026-02-09,2026-03-28,USD,2148.85,paid,Mia Singh,consulting; strategy work
cli_0001_inv_0016,2026-02-16,2026-05-21,USD,10621.22,paid,Arjun Khan,support
cli_0001_inv_0017,2026-02-16,2026-04-08,USD,4676.67,paid,Anika Patel,consulting; setup fee
cli_0001_inv_0018,2026-02-27,2026-06-02,USD,11116.68,paid,Leo Kapoor,support; media spend
