deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0008_dl_0001,cli_0008_ct_0076,Blue Commerce - annual subscription,won,11762.24,AED,62,website_form,Arjun Singh,2025-12-16,2025-12-29
cli_0008_dl_0002,cli_0008_ct_0146,Blue Commerce - service retainer,proposal,5593.47,AED,91,import,Noah Joshi,2026-02-11,2026-03-07
cli_0008_dl_0003,cli_0008_ct_0059,Blue Commerce - premium bundle,proposal,12364.7,AED,24,import,Leo Joshi,2025-11-27,2026-01-20
cli_0008_dl_0004,cli_0008_ct_0156,Blue Commerce - pro plan,won,16301.06,AED,74,website_form,Zara Kapoor,2026-02-02,2026-02-28
cli_0008_dl_0005,cli_0008_ct_0103,Blue Commerce - audit package,won,14796.45,AED,72,referral,Noah Nair,2025-11-16,2026-01-10
cli_0008_dl_0006,cli_0008_ct_0110,Blue Commerce - audit package,qualified,4630.07,AED,89,event,Noah Verma,2025-12-05,2026-01-23
cli_0008_dl_0007,cli_0008_ct_0159,Blue Commerce - membership,lost,15640.39,AED,74,import,Mia Nair,2025-12-18,2026-01-05
cli_0008_dl_0008,cli_0008_ct_0081,Blue Commerce - annual subscription,won,12153.16,AED,70,import,Leo Verma,2025-11-25,2026-01-09
cli_0008_dl_0009,cli_0008_ct_0112,Blue Commerce - pro plan,qualified,21938.64,AED,13,email_reply,Arjun Singh,2025-09-22,2025-11-07
cli_0008_dl_0010,cli_0008_ct_0074,Blue Commerce - membership,new,14314.39,AED,67,website_form,Zara Nair,2025-10-30,2025-12-06
cli_0008_dl_0011,cli_0008_ct_0043,Blue Commerce - service retainer,qualified,3899.53,AED,55,import,Noah Kapoor,2026-02-07,2026-03-25
cli_0008_dl_0012,cli_0008_ct_0148,Blue Commerce - premium bundle,qualified,5130.28,AED,94,website_form,Sara Joshi,2025-12-11,2026-01-26
cli_0008_dl_0013,cli_0008_ct_0139,Blue Commerce - service retainer,negotiation,15089.1,AED,6,import,Anika Gupta,2026-01-19,2026-02-25
cli_0008_dl_0014,cli_0008_ct_0148,Blue Commerce - pro plan,won,8710.0,AED,25,website_form,Arjun Singh,2026-02-24,2026-03-23
cli_0008_dl_0015,cli_0008_ct_0137,Blue Commerce - premium bundle,negotiation,14703.09,AED,85,import,Kabir Sharma,2025-10-27,2025-11-13
cli_0008_dl_0016,cli_0008_ct_0106,Blue Commerce - annual subscription,proposal,23504.28,AED,11,website_form,Liam Nair,2025-12-26,2026-02-16
cli_0008_dl_0017,cli_0008_ct_0022,Blue Commerce - service retainer,won,8112.76,AED,21,event,Mia Patel,2026-01-12,2026-01-28
cli_0008_dl_0018,cli_0008_ct_0127,Blue Commerce - annual subscription,qualified,11943.99,AED,76,referral,Leo Bhatia,2026-02-21,2026-02-26
cli_0008_dl_0019,cli_0008_ct_0019,Blue Commerce - premium bundle,new,22846.47,AED,28,referral,Noah Joshi,2025-11-19,2025-12-18
cli_0008_dl_0020,cli_0008_ct_0001,Blue Commerce - annual subscription,qualified,4190.5,AED,25,email_reply,Anika Patel,2026-03-05,2026-03-22
cli_0008_dl_0021,cli_0008_ct_0100,Blue Commerce - membership,negotiation,21607.52,AED,62,email_reply,Sara Gupta,2026-01-02,2026-01-06
cli_0008_dl_0022,cli_0008_ct_0126,Blue Commerce - pro plan,qualified,17280.83,AED,63,import,Mia Nair,2025-12-22,2026-01-09
cli_0008_dl_0023,cli_0008_ct_0067,Blue Commerce - audit package,qualified,4052.51,AED,18,website_form,Leo Singh,2025-09-24,2025-11-07
cli_0008_dl_0024,cli_0008_ct_0121,Blue Commerce - annual subscription,won,2694.04,AED,7,email_reply,Sara Nair,2026-02-26,2026-03-18
cli_0008_dl_0025,cli_0008_ct_0036,Blue Commerce - pro plan,proposal,4159.69,AED,43,event,Zara Verma,2025-11-19,2025-12-01
cli_0008_dl_0026,cli_0008_ct_0067,Blue Commerce - membership,won,2259.25,AED,57,website_form,Zara Verma,2025-11-14,2025-11-20
cli_0008_dl_0027,cli_0008_ct_0127,Blue Commerce - annual subscription,qualified,7303.71,AED,43,referral,Leo Verma,2025-12-31,2026-02-13
cli_0008_dl_0028,cli_0008_ct_0154,Blue Commerce - service retainer,proposal,568.67,AED,76,event,Sara Bhatia,2025-10-23,2025-10-27
cli_0008_dl_0029,cli_0008_ct_0085,Blue Commerce - audit package,proposal,23451.04,AED,64,website_form,Maya Reddy,2025-11-21,2026-01-09
cli_0008_dl_0030,cli_0008_ct_0095,Blue Commerce - pro plan,qualified,1110.66,AED,9,website_form,Noah Nair,2026-02-03,2026-02-22
cli_0008_dl_0031,cli_0008_ct_0165,Blue Commerce - pro plan,negotiation,1954.71,AED,72,email_reply,Mia Khan,2025-11-17,2025-12-16
cli_0008_dl_0032,cli_0008_ct_0137,Blue Commerce - starter plan,lost,24834.71,AED,59,import,Ishaan Reddy,2025-11-28,2026-01-06
cli_0008_dl_0033,cli_0008_ct_0074,Blue Commerce - starter plan,new,24305.57,AED,95,website_form,Anika Bhatia,2025-09-28,2025-11-02
cli_0008_dl_0034,cli_0008_ct_0040,Blue Commerce - audit package,qualified,1824.47,AED,32,import,Kabir Sharma,2025-11-04,2025-11-20
cli_0008_dl_0035,cli_0008_ct_0121,Blue Commerce - starter plan,won,9790.83,AED,42,email_reply,Leo Reddy,2026-02-11,2026-02-20
cli_0008_dl_0036,cli_0008_ct_0126,Blue Commerce - starter plan,negotiation,5012.0,AED,27,import,Ava Nair,2026-02-15,2026-04-07
cli_0008_dl_0037,cli_0008_ct_0049,Blue Commerce - annual subscription,proposal,6577.95,AED,95,event,Kabir Joshi,2025-10-19,2025-10-28
cli_0008_dl_0038,cli_0008_ct_0101,Blue Commerce - audit package,proposal,5201.53,AED,17,website_form,Kabir Bhatia,2025-12-24,2026-02-14
cli_0008_dl_0039,cli_0008_ct_0052,Blue Commerce - pro plan,qualified,18922.11,AED,71,referral,Sara Joshi,2025-11-17,2025-12-17
cli_0008_dl_0040,cli_0008_ct_0037,Blue Commerce - audit package,new,23702.36,AED,39,website_form,Sara Nair,2025-12-18,2025-12-21
cli_0008_dl_0041,cli_0008_ct_0071,Blue Commerce - annual subscription,qualified,13224.99,AED,27,import,Anika Reddy,2025-12-14,2026-02-07
cli_0008_dl_0042,cli_0008_ct_0165,Blue Commerce - audit package,proposal,12373.2,AED,65,email_reply,Mia Khan,2026-01-21,2026-03-15
cli_0008_dl_0043,cli_0008_ct_0117,Blue Commerce - service retainer,lost,24221.29,AED,35,import,Zara Patel,2026-01-17,2026-03-14
cli_0008_dl_0044,cli_0008_ct_0077,Blue Commerce - membership,proposal,1243.23,AED,70,referral,Sara Verma,2026-01-02,2026-01-06
cli_0008_dl_0045,cli_0008_ct_0095,Blue Commerce - audit package,proposal,20249.21,AED,60,website_form,Anika Gupta,2025-10-18,2025-12-16
cli_0008_dl_0046,cli_0008_ct_0133,Blue Commerce - pro plan,new,5153.22,AED,77,import,Kabir Gupta,2025-11-13,2025-12-16
cli_0008_dl_0047,cli_0008_ct_0095,Blue Commerce - pro plan,new,15796.92,AED,81,website_form,Arjun Kapoor,2025-11-23,2026-01-12
cli_0008_dl_0048,cli_0008_ct_0012,Blue Commerce - service retainer,won,16621.24,AED,88,import,Ishaan Kapoor,2025-10-31,2025-11-13
cli_0008_dl_0049,cli_0008_ct_0018,Blue Commerce - audit package,won,16807.7,AED,34,website_form,Ava Singh,2025-10-07,2025-11-14
cli_0008_dl_0050,cli_0008_ct_0120,Blue Commerce - premium bundle,lost,8833.04,AED,17,import,Maya Singh,2026-03-14,2026-04-17
