contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0008_ct_0001,Liam Bhatia,liam.bhatia0@examplemail.com,Acme Ltd,Founder,lead,email_reply,United States,2025-12-08,2026-01-26
cli_0008_ct_0002,Liam Verma,liam.verma1@examplemail.com,Peak Group,Marketing Manager,mql,import,Australia,2025-10-31,2026-04-16
cli_0008_ct_0003,Noah Singh,noah.singh2@examplemail.com,Zen LLC,Head of Growth,sql,import,United Kingdom,2025-06-23,2026-02-22
cli_0008_ct_0004,Liam Singh,liam.singh3@examplemail.com,Acme Ltd,Head of Growth,mql,email_reply,India,2024-12-08,2026-02-11
cli_0008_ct_0005,Leo Verma,leo.verma4@examplemail.com,Blue Commerce,RevOps Manager,lead,import,India,2025-10-28,2026-03-30
cli_0008_ct_0006,Liam Mehta,liam.mehta5@examplemail.com,Zen Ltd,Marketing Manager,mql,referral,India,2025-08-30,2026-01-27
cli_0008_ct_0007,Ishaan Singh,ishaan.singh6@examplemail.com,Blue Commerce,RevOps Manager,lead,email_reply,UAE,2025-07-02,2026-03-17
cli_0008_ct_0008,Maya Patel,maya.patel7@examplemail.com,Blue Commerce,Sales Lead,sql,website_form,UAE,2025-03-12,2026-04-16
cli_0008_ct_0009,Maya Nair,maya.nair8@examplemail.com,Blue Commerce,Sales Lead,churn_risk,import,India,2026-04-13,2025-12-28
cli_0008_ct_0010,Zara Kapoor,zara.kapoor9@examplemail.com,Orbit Inc,Marketing Manager,mql,event,United Kingdom,2025-03-14,2026-03-15
cli_0008_ct_0011,Zara Nair,zara.nair10@examplemail.com,Blue Commerce,Sales Lead,lead,referral,Australia,2026-03-08,2026-04-09
cli_0008_ct_0012,Arjun Verma,arjun.verma11@examplemail.com,Orbit Inc,Sales Lead,customer,import,Canada,2025-01-09,2026-02-12
cli_0008_ct_0013,Leo Joshi,leo.joshi12@examplemail.com,Metro LLC,Head of Growth,lead,referral,United Kingdom,2026-02-05,2026-02-25
cli_0008_ct_0014,Zara Singh,zara.singh13@examplemail.com,Blue Commerce,Head of Growth,churn_risk,referral,United Kingdom,2025-09-20,2026-01-03
cli_0008_ct_0015,Kabir Reddy,kabir.reddy14@examplemail.com,Blue Commerce,Head of Growth,churn_risk,event,United Kingdom,2025-07-05,2026-03-27
cli_0008_ct_0016,Zara Reddy,zara.reddy15@examplemail.com,Peak Inc,Marketing Manager,sql,website_form,United States,2025-07-20,2026-04-16
cli_0008_ct_0017,Anika Singh,anika.singh16@examplemail.com,Blue Commerce,Sales Lead,mql,website_form,United Kingdom,2025-05-26,2026-01-05
cli_0008_ct_0018,Sara Nair,sara.nair17@examplemail.com,Orbit Group,Head of Growth,sql,website_form,India,2025-07-24,2025-12-31
cli_0008_ct_0019,Anika Kapoor,anika.kapoor18@examplemail.com,Zen Ltd,Head of Growth,sql,referral,United Kingdom,2025-08-04,2025-12-30
cli_0008_ct_0020,Sara Verma,sara.verma19@examplemail.com,Blue Commerce,Founder,lead,import,United States,2025-02-07,2026-01-07
cli_0008_ct_0021,Ava Reddy,ava.reddy20@examplemail.com,Zen LLC,Marketing Manager,sql,email_reply,United Kingdom,2025-10-10,2026-01-21
cli_0008_ct_0022,Leo Kapoor,leo.kapoor21@examplemail.com,Blue Commerce,Marketing Manager,sql,event,United States,2026-03-24,2026-02-20
cli_0008_ct_0023,Noah Verma,noah.verma22@examplemail.com,Metro Inc,Head of Growth,mql,import,United States,2026-01-18,2026-03-29
cli_0008_ct_0024,Kabir Reddy,kabir.reddy23@examplemail.com,Peak LLC,Founder,lead,referral,Australia,2024-11-21,2026-03-10
cli_0008_ct_0025,Mia Verma,mia.verma24@examplemail.com,Blue Commerce,Founder,lead,website_form,United States,2025-09-06,2026-01-07
cli_0008_ct_0026,Ava Nair,ava.nair25@examplemail.com,Blue Commerce,Sales Lead,sql,referral,United States,2025-09-14,2026-02-18
cli_0008_ct_0027,Zara Verma,zara.verma26@examplemail.com,Zen Inc,Head of Growth,churn_risk,import,United States,2026-02-16,2026-02-13
cli_0008_ct_0028,Zara Khan,zara.khan27@examplemail.com,Orbit LLC,Head of Growth,lead,website_form,UAE,2025-03-04,2026-02-27
cli_0008_ct_0029,Mia Joshi,mia.joshi28@examplemail.com,Blue Commerce,Founder,mql,website_form,India,2025-07-06,2026-04-05
cli_0008_ct_0030,Maya Kapoor,maya.kapoor29@examplemail.com,Blue Commerce,Marketing Manager,sql,event,Canada,2025-11-17,2026-02-03
cli_0008_ct_0031,Leo Kapoor,leo.kapoor30@examplemail.com,Peak Inc,Head of Growth,sql,import,United States,2025-10-21,2026-01-30
cli_0008_ct_0032,Ishaan Gupta,ishaan.gupta31@examplemail.com,Peak LLC,RevOps Manager,lead,website_form,UAE,2024-12-17,2026-01-31
cli_0008_ct_0033,Sara Khan,sara.khan32@examplemail.com,Metro LLC,Marketing Manager,lead,website_form,Canada,2026-03-06,2026-02-03
cli_0008_ct_0034,Anika Kapoor,anika.kapoor33@examplemail.com,Zen Ltd,Founder,sql,referral,India,2025-04-06,2026-01-06
cli_0008_ct_0035,Kabir Kapoor,kabir.kapoor34@examplemail.com,Metro Ltd,Sales Lead,sql,website_form,UAE,2024-12-06,2026-03-17
cli_0008_ct_0036,Noah Reddy,noah.reddy35@examplemail.com,Peak Group,Marketing Manager,mql,event,Australia,2025-01-18,2026-02-18
cli_0008_ct_0037,Anika Reddy,anika.reddy36@examplemail.com,Acme LLC,Sales Lead,customer,website_form,Australia,2026-01-25,2026-02-14
cli_0008_ct_0038,Liam Nair,liam.nair37@examplemail.com,Blue Commerce,Marketing Manager,mql,website_form,Canada,2025-08-24,2026-01-08
cli_0008_ct_0039,Mia Khan,mia.khan38@examplemail.com,Blue Commerce,Marketing Manager,lead,event,India,2025-10-19,2026-04-12
cli_0008_ct_0040,Noah Patel,noah.patel39@examplemail.com,Blue Commerce,Head of Growth,customer,import,United States,2025-08-15,2026-03-03
cli_0008_ct_0041,Ava Joshi,ava.joshi40@examplemail.com,Orbit Group,Sales Lead,sql,website_form,UAE,2025-02-21,2025-12-29
cli_0008_ct_0042,Mia Bhatia,mia.bhatia41@examplemail.com,Peak LLC,Marketing Manager,churn_risk,referral,UAE,2026-03-14,2026-02-15
cli_0008_ct_0043,Mia Kapoor,mia.kapoor42@examplemail.com,Zen Group,Head of Growth,mql,import,United Kingdom,2024-11-02,2026-01-30
cli_0008_ct_0044,Zara Gupta,zara.gupta43@examplemail.com,Peak Ltd,RevOps Manager,sql,referral,Australia,2025-09-23,2026-03-10
cli_0008_ct_0045,Noah Khan,noah.khan44@examplemail.com,Orbit Ltd,Marketing Manager,lead,email_reply,Canada,2026-01-14,2026-01-31
cli_0008_ct_0046,Kabir Kapoor,kabir.kapoor45@examplemail.com,Blue Commerce,RevOps Manager,lead,email_reply,United Kingdom,2025-11-25,2026-03-02
cli_0008_ct_0047,Liam Nair,liam.nair46@examplemail.com,Zen Ltd,Marketing Manager,lead,website_form,United Kingdom,2025-10-27,2026-03-09
cli_0008_ct_0048,Noah Singh,noah.singh47@examplemail.com,Zen Group,RevOps Manager,lead,website_form,Australia,2025-10-05,2026-02-22
cli_0008_ct_0049,Noah Joshi,noah.joshi48@examplemail.com,Peak Inc,Sales Lead,lead,event,Canada,2025-11-15,2026-03-20
cli_0008_ct_0050,Anika Singh,anika.singh49@examplemail.com,Blue Commerce,Head of Growth,lead,website_form,India,2025-09-07,2026-04-04
cli_0008_ct_0051,Ishaan Patel,ishaan.patel50@examplemail.com,Blue Commerce,Marketing Manager,mql,import,India,2025-11-12,2026-01-16
cli_0008_ct_0052,Noah Sharma,noah.sharma51@examplemail.com,Blue Commerce,Marketing Manager,lead,referral,United States,2025-03-08,2026-01-27
cli_0008_ct_0053,Leo Sharma,leo.sharma52@examplemail.com,Blue Commerce,Sales Lead,customer,import,India,2026-02-01,2026-02-09
cli_0008_ct_0054,Anika Bhatia,anika.bhatia53@examplemail.com,Blue Commerce,Head of Growth,mql,referral,United States,2026-03-05,2026-01-14
cli_0008_ct_0055,Noah Kapoor,noah.kapoor54@examplemail.com,Acme Group,Marketing Manager,lead,website_form,Canada,2026-04-01,2026-03-08
