deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0001_dl_0001,cli_0001_ct_0127,Vertex Commerce - starter plan,proposal,24914.41,USD,65,website_form,Maya Verma,2025-10-26,2025-11-13
cli_0001_dl_0002,cli_0001_ct_0132,Vertex Commerce - annual subscription,negotiation,22258.73,USD,61,website_form,Liam Reddy,2026-01-15,2026-01-21
cli_0001_dl_0003,cli_0001_ct_0065,Vertex Commerce - starter plan,qualified,2777.43,USD,5,import,Anika Singh,2026-01-19,2026-01-23
cli_0001_dl_0004,cli_0001_ct_0125,Vertex Commerce - audit package,qualified,8864.19,USD,74,import,Sara Gupta,2025-12-09,2025-12-27
cli_0001_dl_0005,cli_0001_ct_0093,Vertex Commerce - service retainer,proposal,8563.33,USD,89,referral,Kabir Gupta,2025-10-31,2025-11-14
cli_0001_dl_0006,cli_0001_ct_0047,Vertex Commerce - annual subscription,proposal,11318.4,USD,80,import,Ava Reddy,2026-03-13,2026-04-10
cli_0001_dl_0007,cli_0001_ct_0043,Vertex Commerce - starter plan,negotiation,18963.0,USD,45,import,Mia Nair,2025-12-02,2025-12-23
cli_0001_dl_0008,cli_0001_ct_0127,Vertex Commerce - starter plan,qualified,8258.35,USD,28,website_form,Mia Joshi,2025-12-03,2026-01-22
cli_0001_dl_0009,cli_0001_ct_0115,Vertex Commerce - pro plan,negotiation,7748.11,USD,57,import,Mia Patel,2025-12-01,2026-01-02
cli_0001_dl_0010,cli_0001_ct_0045,Vertex Commerce - service retainer,negotiation,19202.55,USD,27,import,Liam Joshi,2026-01-08,2026-02-09
cli_0001_dl_0011,cli_0001_ct_0060,Vertex Commerce - premium bundle,negotiation,7016.96,USD,13,website_form,Ishaan Joshi,2026-03-12,2026-03-19
cli_0001_dl_0012,cli_0001_ct_0108,Vertex Commerce - annual subscription,negotiation,17570.06,USD,77,email_reply,Liam Gupta,2025-10-22,2025-12-13
cli_0001_dl_0013,cli_0001_ct_0011,Vertex Commerce - membership,lost,17125.8,USD,78,website_form,Liam Singh,2025-12-18,2026-02-12
cli_0001_dl_0014,cli_0001_ct_0030,Vertex Commerce - starter plan,proposal,3989.72,USD,25,email_reply,Liam Sharma,2026-03-31,2026-04-12
cli_0001_dl_0015,cli_0001_ct_0051,Vertex Commerce - premium bundle,won,20398.9,USD,8,import,Kabir Bhatia,2025-11-06,2025-11-24
cli_0001_dl_0016,cli_0001_ct_0045,Vertex Commerce - pro plan,qualified,1483.07,USD,54,import,Ishaan Kapoor,2025-10-11,2025-11-15
cli_0001_dl_0017,cli_0001_ct_0020,Vertex Commerce - pro plan,new,11587.62,USD,82,referral,Leo Nair,2026-01-02,2026-01-28
cli_0001_dl_0018,cli_0001_ct_0016,Vertex Commerce - membership,won,3318.58,USD,17,website_form,Leo Reddy,2025-11-23,2026-01-17
cli_0001_dl_0019,cli_0001_ct_0030,Vertex Commerce - annual subscription,proposal,2689.01,USD,91,email_reply,Maya Joshi,2026-02-19,2026-04-11
cli_0001_dl_0020,cli_0001_ct_0109,Vertex Commerce - membership,qualified,17408.91,USD,44,import,Ava Bhatia,2026-03-10,2026-04-06
cli_0001_dl_0021,cli_0001_ct_0130,Vertex Commerce - service retainer,qualified,9471.05,USD,88,referral,Zara Bhatia,2025-12-17,2025-12-27
cli_0001_dl_0022,cli_0001_ct_0051,Vertex Commerce - premium bundle,lost,1392.18,USD,41,import,Arjun Joshi,2025-11-24,2025-12-29
cli_0001_dl_0023,cli_0001_ct_0097,Vertex Commerce - starter plan,proposal,11296.49,USD,20,email_reply,Anika Patel,2025-10-29,2025-11-24
cli_0001_dl_0024,cli_0001_ct_0002,Vertex Commerce - membership,new,5953.06,USD,89,referral,Anika Singh,2026-02-24,2026-02-28
cli_0001_dl_0025,cli_0001_ct_0131,Vertex Commerce - audit package,qualified,14992.89,USD,63,referral,Sara Khan,2025-12-14,2026-01-05
cli_0001_dl_0026,cli_0001_ct_0120,Vertex Commerce - annual subscription,lost,2754.16,USD,73,email_reply,Mia Joshi,2026-03-13,2026-04-22
cli_0001_dl_0027,cli_0001_ct_0003,Vertex Commerce - audit package,qualified,20845.9,USD,19,website_form,Ava Patel,2025-11-12,2025-12-13
cli_0001_dl_0028,cli_0001_ct_0077,Vertex Commerce - premium bundle,proposal,15623.09,USD,68,import,Noah Joshi,2025-11-18,2025-12-17
cli_0001_dl_0029,cli_0001_ct_0006,Vertex Commerce - annual subscription,proposal,9862.77,USD,80,import,Mia Kapoor,2026-02-20,2026-03-05
cli_0001_dl_0030,cli_0001_ct_0108,Vertex Commerce - annual subscription,proposal,4453.25,USD,58,email_reply,Sara Kapoor,2025-09-30,2025-11-08
cli_0001_dl_0031,cli_0001_ct_0056,Vertex Commerce - annual subscription,qualified,16701.92,USD,48,website_form,Zara Khan,2025-12-13,2026-01-12
cli_0001_dl_0032,cli_0001_ct_0060,Vertex Commerce - membership,qualified,16094.38,USD,20,website_form,Liam Khan,2026-01-05,2026-01-30
cli_0001_dl_0033,cli_0001_ct_0124,Vertex Commerce - annual subscription,proposal,8519.54,USD,43,website_form,Liam Verma,2026-02-18,2026-03-24
cli_0001_dl_0034,cli_0001_ct_0079,Vertex Commerce - service retainer,negotiation,24558.76,USD,64,website_form,Liam Reddy,2026-01-21,2026-03-11
cli_0001_dl_0035,cli_0001_ct_0024,Vertex Commerce - membership,qualified,22938.64,USD,58,website_form,Leo Kapoor,2026-02-24,2026-04-13
cli_0001_dl_0036,cli_0001_ct_0059,Vertex Commerce - annual subscription,new,7466.27,USD,53,website_form,Zara Reddy,2025-10-24,2025-10-31
cli_0001_dl_0037,cli_0001_ct_0114,Vertex Commerce - starter plan,won,9279.38,USD,40,import,Mia Joshi,2025-10-28,2025-12-06
cli_0001_dl_0038,cli_0001_ct_0113,Vertex Commerce - audit package,won,8003.79,USD,41,referral,Ava Mehta,2025-12-31,2026-01-09
cli_0001_dl_0039,cli_0001_ct_0091,Vertex Commerce - starter plan,negotiation,6774.33,USD,84,import,Ishaan Reddy,2026-01-24,2026-01-30
cli_0001_dl_0040,cli_0001_ct_0038,Vertex Commerce - premium bundle,proposal,17795.18,USD,76,website_form,Maya Patel,2026-01-20,2026-02-04
cli_0001_dl_0041,cli_0001_ct_0063,Vertex Commerce - membership,lost,10174.69,USD,22,import,Liam Joshi,2025-10-14,2025-12-01
cli_0001_dl_0042,cli_0001_ct_0031,Vertex Commerce - service retainer,new,12180.21,USD,9,website_form,Noah Nair,2025-11-24,2025-12-29
cli_0001_dl_0043,cli_0001_ct_0120,Vertex Commerce - starter plan,qualified,17663.35,USD,47,email_reply,Maya Kapoor,2026-02-15,2026-03-30
cli_0001_dl_0044,cli_0001_ct_0126,Vertex Commerce - starter plan,negotiation,18467.55,USD,15,import,Noah Nair,2025-10-19,2025-11-25
cli_0001_dl_0045,cli_0001_ct_0067,Vertex Commerce - membership,proposal,10221.75,USD,54,email_reply,Ishaan Khan,2026-02-19,2026-03-15
cli_0001_dl_0046,cli_0001_ct_0133,Vertex Commerce - premium bundle,negotiation,5956.46,USD,12,email_reply,Sara Gupta,2025-10-20,2025-12-05
cli_0001_dl_0047,cli_0001_ct_0115,Vertex Commerce - pro plan,qualified,6704.4,USD,46,import,Ava Sharma,2026-03-25,2026-04-02
cli_0001_dl_0048,cli_0001_ct_0024,Vertex Commerce - pro plan,negotiation,4252.69,USD,6,website_form,Zara Patel,2026-02-12,2026-03-12
cli_0001_dl_0049,cli_0001_ct_0130,Vertex Commerce - membership,qualified,2807.25,USD,12,referral,Ishaan Kapoor,2026-02-15,2026-04-16
cli_0001_dl_0050,cli_0001_ct_0129,Vertex Commerce - audit package,qualified,3601.73,USD,45,import,Sara Patel,2025-11-09,2026-01-05
cli_0001_dl_0051,cli_0001_ct_0044,Vertex Commerce - audit package,qualified,14095.02,USD,77,website_form,Zara Mehta,2025-12-07,2025-12-22
cli_0001_dl_0052,cli_0001_ct_0107,Vertex Commerce - pro plan,negotiation,11832.06,USD,14,website_form,Anika Khan,2026-02-21,2026-04-21
cli_0001_dl_0053,cli_0001_ct_0100,Vertex Commerce - service retainer,qualified,23796.72,USD,62,website_form,Mia Singh,2025-10-17,2025-11-09
cli_0001_dl_0054,cli_0001_ct_0057,Vertex Commerce - premium bundle,negotiation,14170.6,USD,31,import,Ava Singh,2025-10-11,2025-11-24
cli_0001_dl_0055,cli_0001_ct_0113,Vertex Commerce - starter plan,new,1283.15,USD,24,referral,Ava Khan,2025-11-27,2025-12-17
cli_0001_dl_0056,cli_0001_ct_0119,Vertex Commerce - annual subscription,proposal,15504.21,USD,45,website_form,Mia Sharma,2026-01-01,2026-01-07
cli_0001_dl_0057,cli_0001_ct_0038,Vertex Commerce - premium bundle,qualified,4881.51,USD,78,website_form,Ishaan Kapoor,2026-01-11,2026-01-25
cli_0001_dl_0058,cli_0001_ct_0096,Vertex Commerce - pro plan,proposal,23545.68,USD,89,event,Anika Khan,2026-01-02,2026-02-26
cli_0001_dl_0059,cli_0001_ct_0073,Vertex Commerce - audit package,qualified,19896.25,USD,14,email_reply,Sara Khan,2026-02-28,2026-03-18
cli_0001_dl_0060,cli_0001_ct_0022,Vertex Commerce - pro plan,new,11060.29,USD,5,event,Leo Reddy,2026-02-12,2026-04-04
