contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0001_ct_0001,Leo Mehta,leo.mehta0@examplemail.com,Acme Inc,Head of Growth,mql,import,India,2025-11-01,2026-03-28
cli_0001_ct_0002,Sara Joshi,sara.joshi1@examplemail.com,Vertex Commerce,Head of Growth,lead,referral,United Kingdom,2024-11-27,2026-01-01
cli_0001_ct_0003,Leo Khan,leo.khan2@examplemail.com,Vertex Commerce,Marketing Manager,customer,website_form,Canada,2025-12-23,2026-03-24
cli_0001_ct_0004,Mia Khan,mia.khan3@examplemail.com,Acme LLC,Head of Growth,lead,website_form,Australia,2025-02-24,2026-04-09
cli_0001_ct_0005,Liam Kapoor,liam.kapoor4@examplemail.com,Vertex Commerce,Founder,sql,import,India,2026-04-07,2026-03-14
cli_0001_ct_0006,Kabir Nair,kabir.nair5@examplemail.com,Metro Ltd,Head of Growth,mql,import,UAE,2024-11-30,2026-04-03
cli_0001_ct_0007,Mia Kapoor,mia.kapoor6@examplemail.com,Metro Inc,Founder,mql,event,Australia,2024-12-21,2026-02-08
cli_0001_ct_0008,Arjun Joshi,arjun.joshi7@examplemail.com,Vertex Commerce,Marketing Manager,mql,website_form,UAE,2025-05-03,2026-01-24
cli_0001_ct_0009,Zara Nair,zara.nair8@examplemail.com,Orbit LLC,Head of Growth,mql,import,Canada,2025-04-25,2026-04-23
cli_0001_ct_0010,Zara Gupta,zara.gupta9@examplemail.com,Acme Ltd,Head of Growth,lead,email_reply,Canada,2025-04-22,2026-01-06
cli_0001_ct_0011,Kabir Patel,kabir.patel10@examplemail.com,Peak Group,Head of Growth,customer,website_form,United States,2025-11-17,2026-03-06
cli_0001_ct_0012,Anika Singh,anika.singh11@examplemail.com,Orbit Group,Head of Growth,lead,website_form,Australia,2025-11-23,2026-01-23
cli_0001_ct_0013,Sara Verma,sara.verma12@examplemail.com,Acme Group,Sales Lead,sql,import,United Kingdom,2025-10-01,2026-03-19
cli_0001_ct_0014,Anika Joshi,anika.joshi13@examplemail.com,Vertex Commerce,Sales Lead,mql,email_reply,India,2026-01-06,2026-03-07
cli_0001_ct_0015,Ava Kapoor,ava.kapoor14@examplemail.com,Vertex Commerce,Head of Growth,mql,import,Australia,2025-06-01,2026-02-28
cli_0001_ct_0016,Sara Singh,sara.singh15@examplemail.com,Vertex Commerce,RevOps Manager,sql,website_form,Canada,2025-08-15,2026-03-26
cli_0001_ct_0017,Arjun Bhatia,arjun.bhatia16@examplemail.com,Acme LLC,Head of Growth,sql,referral,India,2024-11-23,2026-03-11
cli_0001_ct_0018,Sara Joshi,sara.joshi17@examplemail.com,Vertex Commerce,Marketing Manager,lead,import,Australia,2026-04-16,2026-04-15
cli_0001_ct_0019,Ishaan Singh,ishaan.singh18@examplemail.com,Acme LLC,Marketing Manager,sql,website_form,Australia,2025-01-22,2026-01-02
cli_0001_ct_0020,Liam Sharma,liam.sharma19@examplemail.com,Vertex Commerce,Marketing Manager,customer,referral,India,2025-10-06,2026-03-12
cli_0001_ct_0021,Kabir Reddy,kabir.reddy20@examplemail.com,Vertex Commerce,Marketing Manager,churn_risk,referral,United Kingdom,2024-11-23,2026-03-03
cli_0001_ct_0022,Kabir Patel,kabir.patel21@examplemail.com,Vertex Commerce,Marketing Manager,lead,event,India,2025-07-19,2026-02-03
cli_0001_ct_0023,Kabir Joshi,kabir.joshi22@examplemail.com,Vertex Commerce,Marketing Manager,lead,import,Canada,2025-07-24,2026-03-27
cli_0001_ct_0024,Mia Verma,mia.verma23@examplemail.com,Zen Group,Marketing Manager,sql,website_form,United States,2025-04-15,2026-01-13
cli_0001_ct_0025,Mia Patel,mia.patel24@examplemail.com,Zen Ltd,Marketing Manager,lead,event,Canada,2025-06-04,2026-03-22
cli_0001_ct_0026,Ava Bhatia,ava.bhatia25@examplemail.com,Orbit Ltd,Sales Lead,lead,email_reply,India,2025-08-29,2026-03-15
cli_0001_ct_0027,Liam Singh,liam.singh26@examplemail.com,Orbit Group,Head of Growth,customer,website_form,United States,2025-10-28,2026-03-22
cli_0001_ct_0028,Liam Joshi,liam.joshi27@examplemail.com,Metro LLC,RevOps Manager,lead,import,United States,2026-01-31,2026-04-15
cli_0001_ct_0029,Ishaan Khan,ishaan.khan28@examplemail.com,Acme Group,Sales Lead,sql,website_form,Australia,2026-02-27,2025-12-30
cli_0001_ct_0030,Leo Singh,leo.singh29@examplemail.com,Metro Inc,Sales Lead,mql,email_reply,UAE,2024-11-26,2026-01-25
cli_0001_ct_0031,Ishaan Khan,ishaan.khan30@examplemail.com,Vertex Commerce,Founder,lead,website_form,United Kingdom,2025-05-12,2026-02-17
cli_0001_ct_0032,Arjun Nair,arjun.nair31@examplemail.com,Vertex Commerce,Sales Lead,lead,email_reply,UAE,2025-07-26,2026-01-23
cli_0001_ct_0033,Leo Nair,leo.nair32@examplemail.com,Zen LLC,Head of Growth,mql,website_form,UAE,2025-05-16,2025-12-29
cli_0001_ct_0034,Liam Nair,liam.nair33@examplemail.com,Vertex Commerce,Sales Lead,mql,website_form,United Kingdom,2025-01-05,2026-04-22
cli_0001_ct_0035,Maya Khan,maya.khan34@examplemail.com,Vertex Commerce,Sales Lead,lead,website_form,United Kingdom,2025-05-11,2026-02-28
cli_0001_ct_0036,Kabir Nair,kabir.nair35@examplemail.com,Vertex Commerce,Head of Growth,sql,website_form,Canada,2024-11-16,2026-01-29
cli_0001_ct_0037,Leo Joshi,leo.joshi36@examplemail.com,Vertex Commerce,RevOps Manager,sql,event,United States,2024-11-29,2026-02-18
cli_0001_ct_0038,Anika Khan,anika.khan37@examplemail.com,Zen Ltd,Head of Growth,mql,website_form,India,2025-05-12,2025-12-28
cli_0001_ct_0039,Anika Khan,anika.khan38@examplemail.com,Metro LLC,Marketing Manager,sql,website_form,Australia,2025-01-04,2026-03-13
cli_0001_ct_0040,Liam Singh,liam.singh39@examplemail.com,Vertex Commerce,Head of Growth,sql,import,India,2024-11-04,2025-12-30
cli_0001_ct_0041,Liam Patel,liam.patel40@examplemail.com,Vertex Commerce,Marketing Manager,sql,referral,India,2026-01-05,2026-04-19
cli_0001_ct_0042,Leo Sharma,leo.sharma41@examplemail.com,Vertex Commerce,Marketing Manager,lead,referral,India,2025-12-17,2026-03-03
cli_0001_ct_0043,Liam Bhatia,liam.bhatia42@examplemail.com,Vertex Commerce,Marketing Manager,customer,import,India,2025-03-23,2026-02-21
cli_0001_ct_0044,Noah Kapoor,noah.kapoor43@examplemail.com,Orbit Group,Marketing Manager,mql,website_form,UAE,2025-06-26,2026-03-14
cli_0001_ct_0045,Anika Khan,anika.khan44@examplemail.com,Metro Ltd,Marketing Manager,customer,import,UAE,2025-12-02,2026-04-24
