deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0011_dl_0001,cli_0011_ct_0122,Urban Labs - starter plan,new,8688.73,AED,24,import,Arjun Mehta,2026-01-27,2026-03-10
cli_0011_dl_0002,cli_0011_ct_0024,Urban Labs - starter plan,proposal,4845.41,AED,13,import,Ishaan Singh,2026-01-06,2026-02-16
cli_0011_dl_0003,cli_0011_ct_0111,Urban Labs - starter plan,new,14147.42,AED,75,website_form,Mia Mehta,2025-11-13,2025-12-16
cli_0011_dl_0004,cli_0011_ct_0032,Urban Labs - service retainer,won,2919.47,AED,94,event,Kabir Mehta,2026-01-04,2026-01-13
cli_0011_dl_0005,cli_0011_ct_0147,Urban Labs - starter plan,won,254.67,AED,49,import,Liam Verma,2025-12-20,2026-02-10
cli_0011_dl_0006,cli_0011_ct_0147,Urban Labs - service retainer,new,3725.33,AED,86,import,Leo Khan,2025-09-19,2025-11-09
cli_0011_dl_0007,cli_0011_ct_0082,Urban Labs - membership,lost,3883.34,AED,41,import,Liam Gupta,2025-12-06,2026-01-06
cli_0011_dl_0008,cli_0011_ct_0040,Urban Labs - starter plan,lost,17464.2,AED,51,website_form,Zara Reddy,2026-01-02,2026-01-19
cli_0011_dl_0009,cli_0011_ct_0045,Urban Labs - service retainer,negotiation,9800.55,AED,47,event,Kabir Patel,2025-10-31,2025-11-07
cli_0011_dl_0010,cli_0011_ct_0103,Urban Labs - annual subscription,won,5473.8,AED,45,event,Arjun Mehta,2025-12-25,2026-02-03
cli_0011_dl_0011,cli_0011_ct_0139,Urban Labs - audit package,qualified,11965.5,AED,21,website_form,Sara Mehta,2025-10-08,2025-11-29
cli_0011_dl_0012,cli_0011_ct_0010,Urban Labs - premium bundle,negotiation,15364.01,AED,27,email_reply,Ishaan Patel,2025-12-09,2026-01-29
cli_0011_dl_0013,cli_0011_ct_0094,Urban Labs - audit package,new,12325.73,AED,92,import,Mia Gupta,2025-10-18,2025-11-09
cli_0011_dl_0014,cli_0011_ct_0129,Urban Labs - membership,negotiation,17138.54,AED,11,website_form,Ava Joshi,2026-02-17,2026-03-26
cli_0011_dl_0015,cli_0011_ct_0111,Urban Labs - starter plan,negotiation,23496.68,AED,90,website_form,Kabir Verma,2025-09-25,2025-11-18
cli_0011_dl_0016,cli_0011_ct_0117,Urban Labs - annual subscription,negotiation,23406.35,AED,90,website_form,Leo Reddy,2025-10-01,2025-10-26
cli_0011_dl_0017,cli_0011_ct_0152,Urban Labs - pro plan,proposal,9112.56,AED,74,referral,Noah Kapoor,2025-11-02,2025-11-24
cli_0011_dl_0018,cli_0011_ct_0011,Urban Labs - starter plan,won,8663.48,AED,34,import,Maya Verma,2025-11-27,2025-12-14
cli_0011_dl_0019,cli_0011_ct_0158,Urban Labs - audit package,negotiation,14441.24,AED,14,event,Ava Sharma,2026-03-15,2026-04-01
cli_0011_dl_0020,cli_0011_ct_0157,Urban Labs - audit package,proposal,1205.96,AED,50,website_form,Sara Gupta,2025-12-02,2026-01-25
cli_0011_dl_0021,cli_0011_ct_0148,Urban Labs - annual subscription,new,11552.21,AED,55,event,Noah Mehta,2025-09-11,2025-10-29
cli_0011_dl_0022,cli_0011_ct_0012,Urban Labs - annual subscription,lost,13853.63,AED,87,event,Kabir Khan,2026-03-06,2026-03-26
cli_0011_dl_0023,cli_0011_ct_0136,Urban Labs - service retainer,qualified,2906.98,AED,12,event,Noah Joshi,2025-12-02,2026-01-15
cli_0011_dl_0024,cli_0011_ct_0016,Urban Labs - audit package,proposal,732.92,AED,27,referral,Kabir Bhatia,2025-12-01,2025-12-12
cli_0011_dl_0025,cli_0011_ct_0028,Urban Labs - audit package,proposal,23550.49,AED,34,import,Leo Reddy,2026-01-02,2026-02-07
cli_0011_dl_0026,cli_0011_ct_0040,Urban Labs - membership,new,8599.51,AED,86,website_form,Liam Khan,2026-02-18,2026-03-21
