deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0009_dl_0001,cli_0009_ct_0077,Urban Works - service retainer,new,15595.9,INR,66,import,Kabir Nair,2026-01-15,2026-03-02
cli_0009_dl_0002,cli_0009_ct_0082,Urban Works - pro plan,new,14570.39,INR,76,website_form,Leo Khan,2026-01-13,2026-02-14
cli_0009_dl_0003,cli_0009_ct_0120,Urban Works - audit package,won,20009.81,INR,75,website_form,Sara Sharma,2026-03-03,2026-04-20
cli_0009_dl_0004,cli_0009_ct_0094,Urban Works - pro plan,negotiation,18842.28,INR,79,website_form,Arjun Khan,2026-03-24,2026-04-23
cli_0009_dl_0005,cli_0009_ct_0120,Urban Works - service retainer,proposal,13789.94,INR,86,website_form,Zara Sharma,2026-02-24,2026-03-02
cli_0009_dl_0006,cli_0009_ct_0030,Urban Works - service retainer,new,11916.25,INR,81,event,Anika Kapoor,2025-12-02,2025-12-17
cli_0009_dl_0007,cli_0009_ct_0029,Urban Works - service retainer,proposal,2044.9,INR,77,website_form,Mia Mehta,2025-10-26,2025-12-23
cli_0009_dl_0008,cli_0009_ct_0038,Urban Works - starter plan,lost,11905.23,INR,93,website_form,Leo Khan,2026-02-05,2026-03-13
cli_0009_dl_0009,cli_0009_ct_0039,Urban Works - annual subscription,new,11515.37,INR,72,event,Sara Kapoor,2026-03-21,2026-04-01
cli_0009_dl_0010,cli_0009_ct_0025,Urban Works - membership,won,16489.3,INR,27,referral,Maya Nair,2026-01-20,2026-02-28
cli_0009_dl_0011,cli_0009_ct_0010,Urban Works - service retainer,proposal,18293.27,INR,20,import,Sara Kapoor,2026-01-30,2026-02-04
cli_0009_dl_0012,cli_0009_ct_0093,Urban Works - pro plan,new,6441.14,INR,46,website_form,Leo Kapoor,2025-12-08,2025-12-18
cli_0009_dl_0013,cli_0009_ct_0068,Urban Works - annual subscription,negotiation,9987.27,INR,49,import,Mia Singh,2026-01-18,2026-02-15
cli_0009_dl_0014,cli_0009_ct_0129,Urban Works - membership,proposal,10544.4,INR,67,website_form,Maya Nair,2026-02-21,2026-04-09
