invoice_id,invoice_date,due_date,currency,amount,status,customer_name,line_items
cli_0007_inv_0001,2026-02-25,2026-04-11,AUD,6607.65,overdue,Leo Reddy,support; strategy work; setup fee
cli_0007_inv_0002,2026-01-17,2026-03-29,AUD,5149.7,paid,Ishaan Sharma,creative work; media spend
cli_0007_inv_0003,2026-04-10,2026-05-28,AUD,9374.5,paid,Anika Patel,consulting; strategy work
cli_0007_inv_0004,2025-11-15,2026-04-07,AUD,6825.47,overdue,Mia Mehta,media spend; support
cli_0007_inv_0005,2026-01-17,2026-05-31,AUD,274.75,paid,Zara Singh,consulting; support
cli_0007_inv_0006,2026-01-02,2026-03-28,AUD,4243.54,open,Zara Joshi,media spend
cli_0007_inv_0007,2026-03-11,2026-05-23,AUD,420.88,paid,Sara Mehta,strategy work; consulting
cli_0007_inv_0008,2026-02-27,2026-04-11,AUD,3628.03,paid,Leo Joshi,consulting
cli_0007_inv_0009,2026-04-09,2026-06-04,AUD,4644.38,paid,Noah Kapoor,support; media spend
cli_0007_inv_0010,2026-04-17,2026-05-06,AUD,7893.17,open,Mia Bhatia,creative work; strategy work
cli_0007_inv_0011,2026-03-06,2026-04-22,AUD,5933.42,open,Mia Khan,media spend; creative work
cli_0007_inv_0012,2025-11-11,2026-04-16,AUD,11626.12,open,Zara Nair,creative work; support; consulting
cli_0007_inv_0013,2026-03-05,2026-04-15,AUD,11046.24,paid,Kabir Gupta,creative work; consulting; setup fee
cli_0007_inv_0014,2026-02-19,2026-03-29,AUD,9439.73,paid,Liam Nair,creative work; setup fee; strategy work
cli_0007_inv_0015,2026-01-15,2026-05-15,AUD,10069.31,paid,Anika Mehta,setup fee; support
cli_0007_inv_0016,2026-04-13,2026-05-16,AUD,156.58,overdue,Zara Gupta,creative work; media spend; consulting
cli_0007_inv_0017,2026-01-20,2026-04-03,AUD,11793.78,paid,Ishaan Joshi,strategy work
cli_0007_inv_0018,2025-11-06,2026-03-29,AUD,1743.13,paid,Arjun Bhatia,consulting
cli_0007_inv_0019,2025-12-12,2026-05-24,AUD,5969.79,paid,Leo Khan,creative work; media spend; setup fee
cli_0007_inv_0020,2026-03-06,2026-04-09,AUD,11616.06,paid,Liam Mehta,creative work; strategy work
cli_0007_inv_0021,2026-02-02,2026-05-24,AUD,4598.21,open,Kabir Singh,creative work; consulting
cli_0007_inv_0022,2026-02-28,2026-05-19,AUD,11563.97,paid,Anika Verma,creative work
cli_0007_inv_0023,2026-03-13,2026-05-24,AUD,10890.48,paid,Mia Singh,consulting; setup fee; creative work
cli_0007_inv_0024,2026-01-21,2026-06-03,AUD,11837.42,paid,Liam Bhatia,strategy work; creative work
cli_0007_inv_0025,2025-11-05,2026-04-18,AUD,6323.2,open,Anika Gupta,creative work
cli_0007_inv_0026,2026-02-06,2026-04-13,AUD,8342.73,paid,Ava Sharma,creative work
cli_0007_inv_0027,2026-03-02,2026-04-22,AUD,7308.1,paid,Mia Kapoor,strategy work; setup fee
cli_0007_inv_0028,2025-12-11,2026-05-21,AUD,8036.55,paid,Arjun Khan,strategy work; support; media spend
cli_0007_inv_0029,2026-03-11,2026-05-17,AUD,3395.88,paid,Sara Patel,setup fee; media spend
cli_0007_inv_0030,2025-10-30,2026-06-04,AUD,10457.16,paid,Maya Kapoor,strategy work
cli_0007_inv_0031,2025-11-15,2026-05-29,AUD,3970.17,paid,Ishaan Gupta,consulting; strategy work
cli_0007_inv_0032,2026-01-30,2026-04-11,AUD,9474.41,paid,Maya Singh,setup fee; creative work
cli_0007_inv_0033,2026-03-17,2026-05-27,AUD,749.64,paid,Maya Mehta,strategy work; creative work
cli_0007_inv_0034,2026-02-12,2026-04-11,AUD,5799.87,paid,Anika Patel,consulting
cli_0007_inv_0035,2025-11-11,2026-06-05,AUD,1339.34,paid,Anika Verma,media spend; consulting
cli_0007_inv_0036,2026-01-04,2026-04-07,AUD,4806.53,paid,Ava Gupta,creative work; consulting
cli_0007_inv_0037,2025-11-21,2026-05-06,AUD,3352.52,paid,Leo Bhatia,strategy work
cli_0007_inv_0038,2025-11-15,2026-04-22,AUD,4004.3,paid,Maya Mehta,media spend; consulting; creative work
cli_0007_inv_0039,2025-12-13,2026-05-15,AUD,1375.61,paid,Liam Nair,media spend; creative work; strategy work
cli_0007_inv_0040,2025-10-31,2026-05-25,AUD,10205.95,paid,Anika Verma,support; consulting
cli_0007_inv_0041,2026-01-27,2026-04-17,AUD,7943.4,open,Arjun Bhatia,setup fee; creative work
