contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0014_ct_0001,Ishaan Mehta,ishaan.mehta0@examplemail.com,Signal Studio,Marketing Manager,lead,email_reply,UAE,2026-02-13,2026-01-13
cli_0014_ct_0002,Sara Joshi,sara.joshi1@examplemail.com,Signal Studio,Founder,mql,event,United Kingdom,2025-07-03,2026-04-08
cli_0014_ct_0003,Leo Mehta,leo.mehta2@examplemail.com,Signal Studio,Marketing Manager,sql,website_form,UAE,2025-09-23,2026-02-25
cli_0014_ct_0004,Ishaan Sharma,ishaan.sharma3@examplemail.com,Signal Studio,Marketing Manager,churn_risk,import,UAE,2026-01-10,2026-01-17
cli_0014_ct_0005,Sara Khan,sara.khan4@examplemail.com,Signal Studio,Founder,lead,event,UAE,2025-01-14,2026-01-13
cli_0014_ct_0006,Noah Gupta,noah.gupta5@examplemail.com,Signal Studio,Marketing Manager,sql,website_form,United Kingdom,2024-11-07,2026-02-01
cli_0014_ct_0007,Ishaan Gupta,ishaan.gupta6@examplemail.com,Signal Studio,Founder,lead,import,Australia,2025-03-23,2026-04-14
cli_0014_ct_0008,Sara Singh,sara.singh7@examplemail.com,Metro Ltd,Head of Growth,sql,event,India,2024-11-13,2026-04-16
cli_0014_ct_0009,Noah Sharma,noah.sharma8@examplemail.com,Signal Studio,Sales Lead,mql,import,Australia,2024-12-26,2026-01-05
cli_0014_ct_0010,Liam Reddy,liam.reddy9@examplemail.com,Acme LLC,Head of Growth,lead,website_form,Canada,2025-04-08,2026-04-11
cli_0014_ct_0011,Arjun Bhatia,arjun.bhatia10@examplemail.com,Signal Studio,Head of Growth,lead,import,United Kingdom,2026-01-12,2026-03-13
cli_0014_ct_0012,Maya Khan,maya.khan11@examplemail.com,Signal Studio,Founder,lead,import,United States,2025-08-09,2026-03-29
cli_0014_ct_0013,Ishaan Patel,ishaan.patel12@examplemail.com,Signal Studio,Sales Lead,sql,website_form,UAE,2025-03-12,2026-01-14
