deal_id,contact_id,deal_name,stage,amount,currency,probability,source,owner,created_at,close_date
cli_0014_dl_0001,cli_0014_ct_0035,Signal Studio - pro plan,proposal,15848.27,INR,92,referral,Ishaan Reddy,2025-09-01,2025-10-30
cli_0014_dl_0002,cli_0014_ct_0035,Signal Studio - starter plan,qualified,1721.44,INR,72,referral,Ava Mehta,2026-02-08,2026-03-24
cli_0014_dl_0003,cli_0014_ct_0059,Signal Studio - membership,won,20679.04,INR,80,import,Kabir Bhatia,2025-11-02,2026-01-01
cli_0014_dl_0004,cli_0014_ct_0033,Signal Studio - pro plan,negotiation,11075.8,INR,7,event,Zara Mehta,2026-02-18,2026-03-19
cli_0014_dl_0005,cli_0014_ct_0002,Signal Studio - annual subscription,negotiation,16307.75,INR,85,event,Sara Patel,2025-12-22,2026-01-10
cli_0014_dl_0006,cli_0014_ct_0056,Signal Studio - annual subscription,won,5679.34,INR,84,email_reply,Zara Reddy,2026-01-26,2026-02-24
cli_0014_dl_0007,cli_0014_ct_0013,Signal Studio - annual subscription,qualified,15553.81,INR,95,website_form,Mia Sharma,2025-12-04,2026-01-13
cli_0014_dl_0008,cli_0014_ct_0007,Signal Studio - starter plan,new,12008.55,INR,63,import,Ava Verma,2026-02-28,2026-03-08
cli_0014_dl_0009,cli_0014_ct_0071,Signal Studio - audit package,negotiation,7501.97,INR,17,referral,Noah Sharma,2025-12-31,2026-02-12
cli_0014_dl_0010,cli_0014_ct_0050,Signal Studio - starter plan,qualified,21956.05,INR,5,website_form,Sara Joshi,2026-01-21,2026-03-01
cli_0014_dl_0011,cli_0014_ct_0046,Signal Studio - membership,qualified,20532.09,INR,64,referral,Mia Khan,2026-01-25,2026-03-25
cli_0014_dl_0012,cli_0014_ct_0056,Signal Studio - annual subscription,negotiation,12318.23,INR,56,email_reply,Sara Sharma,2026-01-20,2026-01-28
cli_0014_dl_0013,cli_0014_ct_0039,Signal Studio - pro plan,qualified,5484.7,INR,86,event,Leo Mehta,2025-12-22,2026-01-13
cli_0014_dl_0014,cli_0014_ct_0014,Signal Studio - membership,qualified,14101.91,INR,64,email_reply,Anika Reddy,2025-11-19,2025-12-11
cli_0014_dl_0015,cli_0014_ct_0081,Signal Studio - starter plan,proposal,10711.91,INR,48,website_form,Sara Sharma,2026-01-13,2026-03-03
cli_0014_dl_0016,cli_0014_ct_0003,Signal Studio - starter plan,qualified,19209.0,INR,58,website_form,Leo Sharma,2025-12-13,2026-01-28
cli_0014_dl_0017,cli_0014_ct_0021,Signal Studio - premium bundle,proposal,6748.47,INR,33,import,Mia Joshi,2025-12-02,2026-01-24
cli_0014_dl_0018,cli_0014_ct_0056,Signal Studio - service retainer,qualified,11696.03,INR,57,email_reply,Kabir Patel,2025-12-03,2026-01-29
cli_0014_dl_0019,cli_0014_ct_0036,Signal Studio - membership,won,5562.62,INR,82,import,Maya Gupta,2026-01-01,2026-02-12
cli_0014_dl_0020,cli_0014_ct_0025,Signal Studio - pro plan,negotiation,18948.89,INR,29,event,Ava Bhatia,2025-09-26,2025-11-04
cli_0014_dl_0021,cli_0014_ct_0038,Signal Studio - starter plan,proposal,17599.66,INR,47,website_form,Kabir Joshi,2026-02-26,2026-03-08
cli_0014_dl_0022,cli_0014_ct_0018,Signal Studio - starter plan,proposal,21007.1,INR,58,event,Liam Sharma,2025-12-15,2026-01-17
