contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0007_ct_0001,Leo Nair,leo.nair0@examplemail.com,Peak Ltd,Founder,mql,import,Canada,2026-04-19,2026-04-09
cli_0007_ct_0002,Sara Sharma,sara.sharma1@examplemail.com,Vertex Works,Marketing Manager,mql,import,Canada,2025-05-18,2025-12-25
cli_0007_ct_0003,Zara Singh,zara.singh2@examplemail.com,Vertex Works,Sales Lead,customer,website_form,United States,2025-12-26,2026-04-01
cli_0007_ct_0004,Arjun Verma,arjun.verma3@examplemail.com,Vertex Works,Marketing Manager,customer,website_form,UAE,2025-08-14,2026-01-03
cli_0007_ct_0005,Ishaan Nair,ishaan.nair4@examplemail.com,Vertex Works,Head of Growth,mql,event,United Kingdom,2025-06-07,2026-04-13
cli_0007_ct_0006,Mia Nair,mia.nair5@examplemail.com,Vertex Works,Head of Growth,lead,import,Australia,2025-03-01,2026-03-22
cli_0007_ct_0007,Ishaan Mehta,ishaan.mehta6@examplemail.com,Zen Ltd,RevOps Manager,customer,event,Australia,2025-08-04,2026-02-06
cli_0007_ct_0008,Anika Reddy,anika.reddy7@examplemail.com,Vertex Works,Head of Growth,lead,website_form,United States,2025-03-02,2026-02-12
cli_0007_ct_0009,Noah Verma,noah.verma8@examplemail.com,Peak LLC,Founder,lead,referral,United Kingdom,2025-07-11,2025-12-28
cli_0007_ct_0010,Ava Sharma,ava.sharma9@examplemail.com,Vertex Works,Founder,churn_risk,event,Australia,2025-07-02,2026-04-15
cli_0007_ct_0011,Anika Sharma,anika.sharma10@examplemail.com,Vertex Works,Founder,mql,import,United Kingdom,2025-02-11,2026-04-17
cli_0007_ct_0012,Anika Khan,anika.khan11@examplemail.com,Metro Ltd,Sales Lead,mql,referral,Canada,2026-03-24,2026-03-03
cli_0007_ct_0013,Anika Khan,anika.khan12@examplemail.com,Vertex Works,Marketing Manager,lead,website_form,United States,2025-06-04,2026-03-02
cli_0007_ct_0014,Maya Patel,maya.patel13@examplemail.com,Orbit Ltd,Marketing Manager,mql,website_form,India,2024-12-31,2026-01-09
cli_0007_ct_0015,Kabir Mehta,kabir.mehta14@examplemail.com,Vertex Works,RevOps Manager,sql,import,Canada,2025-12-11,2026-01-26
cli_0007_ct_0016,Arjun Reddy,arjun.reddy15@examplemail.com,Vertex Works,Head of Growth,lead,referral,United States,2025-05-17,2026-03-20
cli_0007_ct_0017,Maya Nair,maya.nair16@examplemail.com,Vertex Works,Marketing Manager,lead,import,United Kingdom,2026-03-15,2025-12-26
cli_0007_ct_0018,Ava Bhatia,ava.bhatia17@examplemail.com,Vertex Works,Marketing Manager,mql,email_reply,UAE,2026-02-21,2026-02-14
cli_0007_ct_0019,Noah Gupta,noah.gupta18@examplemail.com,Vertex Works,Founder,sql,email_reply,UAE,2025-11-06,2026-03-27
cli_0007_ct_0020,Anika Singh,anika.singh19@examplemail.com,Vertex Works,RevOps Manager,mql,event,UAE,2025-10-22,2026-03-22
cli_0007_ct_0021,Kabir Reddy,kabir.reddy20@examplemail.com,Vertex Works,Founder,mql,import,India,2026-02-11,2026-04-17
cli_0007_ct_0022,Maya Nair,maya.nair21@examplemail.com,Orbit Inc,Head of Growth,lead,import,United States,2025-05-05,2026-02-02
cli_0007_ct_0023,Mia Verma,mia.verma22@examplemail.com,Acme Group,Head of Growth,lead,email_reply,United Kingdom,2025-08-14,2026-03-15
cli_0007_ct_0024,Arjun Joshi,arjun.joshi23@examplemail.com,Metro Group,Founder,lead,website_form,India,2025-02-16,2026-01-29
cli_0007_ct_0025,Leo Reddy,leo.reddy24@examplemail.com,Vertex Works,Head of Growth,mql,import,United States,2025-04-14,2026-02-16
cli_0007_ct_0026,Ishaan Singh,ishaan.singh25@examplemail.com,Vertex Works,Head of Growth,lead,event,Australia,2025-05-13,2026-01-05
