contact_id,full_name,email,company,title,lifecycle_stage,source,country,created_at,last_activity_at
cli_0006_ct_0001,Zara Khan,zara.khan0@examplemail.com,Nova Commerce,Marketing Manager,lead,import,UAE,2026-01-22,2026-02-27
cli_0006_ct_0002,Maya Nair,maya.nair1@examplemail.com,Acme Inc,Sales Lead,customer,email_reply,UAE,2025-05-07,2026-03-26
cli_0006_ct_0003,Leo Reddy,leo.reddy2@examplemail.com,Nova Commerce,RevOps Manager,lead,import,United States,2025-04-05,2026-01-07
cli_0006_ct_0004,Kabir Singh,kabir.singh3@examplemail.com,Nova Commerce,Marketing Manager,mql,email_reply,Australia,2025-08-15,2026-01-25
cli_0006_ct_0005,Arjun Gupta,arjun.gupta4@examplemail.com,Peak LLC,Head of Growth,customer,import,United Kingdom,2024-12-25,2026-03-31
cli_0006_ct_0006,Kabir Gupta,kabir.gupta5@examplemail.com,Orbit Inc,RevOps Manager,mql,website_form,India,2025-12-08,2026-01-04
cli_0006_ct_0007,Sara Joshi,sara.joshi6@examplemail.com,Nova Commerce,Sales Lead,sql,import,United Kingdom,2026-02-26,2026-04-15
cli_0006_ct_0008,Sara Reddy,sara.reddy7@examplemail.com,Peak LLC,Sales Lead,sql,website_form,Canada,2024-12-27,2026-04-07
cli_0006_ct_0009,Maya Nair,maya.nair8@examplemail.com,Orbit Inc,Marketing Manager,churn_risk,import,United Kingdom,2025-02-14,2026-02-15
cli_0006_ct_0010,Ava Patel,ava.patel9@examplemail.com,Acme Ltd,Founder,mql,email_reply,United Kingdom,2024-11-05,2025-12-28
cli_0006_ct_0011,Ishaan Reddy,ishaan.reddy10@examplemail.com,Nova Commerce,RevOps Manager,sql,import,Canada,2025-08-13,2026-01-17
cli_0006_ct_0012,Sara Patel,sara.patel11@examplemail.com,Nova Commerce,RevOps Manager,sql,email_reply,United Kingdom,2025-05-09,2026-01-01
cli_0006_ct_0013,Ishaan Nair,ishaan.nair12@examplemail.com,Nova Commerce,Sales Lead,mql,email_reply,UAE,2025-02-11,2026-04-24
cli_0006_ct_0014,Mia Joshi,mia.joshi13@examplemail.com,Nova Commerce,Sales Lead,sql,website_form,United States,2026-01-14,2026-01-10
cli_0006_ct_0015,Kabir Mehta,kabir.mehta14@examplemail.com,Zen Ltd,Sales Lead,mql,import,United States,2025-06-28,2026-03-24
cli_0006_ct_0016,Mia Verma,mia.verma15@examplemail.com,Nova Commerce,Head of Growth,lead,referral,India,2024-12-02,2026-02-04
cli_0006_ct_0017,Ava Sharma,ava.sharma16@examplemail.com,Nova Commerce,Sales Lead,lead,website_form,Australia,2025-12-26,2026-02-01
cli_0006_ct_0018,Anika Kapoor,anika.kapoor17@examplemail.com,Nova Commerce,Sales Lead,lead,email_reply,UAE,2025-03-20,2026-04-08
cli_0006_ct_0019,Zara Singh,zara.singh18@examplemail.com,Nova Commerce,Sales Lead,mql,referral,UAE,2025-02-14,2026-01-26
cli_0006_ct_0020,Noah Mehta,noah.mehta19@examplemail.com,Nova Commerce,Sales Lead,mql,email_reply,India,2025-01-14,2026-01-26
cli_0006_ct_0021,Arjun Verma,arjun.verma20@examplemail.com,Nova Commerce,Marketing Manager,mql,import,United Kingdom,2024-11-08,2026-02-26
cli_0006_ct_0022,Leo Reddy,leo.reddy21@examplemail.com,Nova Commerce,Head of Growth,churn_risk,website_form,Canada,2026-03-14,2026-03-22
cli_0006_ct_0023,Maya Sharma,maya.sharma22@examplemail.com,Nova Commerce,Head of Growth,customer,import,India,2024-12-31,2026-01-04
cli_0006_ct_0024,Sara Nair,sara.nair23@examplemail.com,Orbit Inc,RevOps Manager,churn_risk,website_form,Australia,2025-11-03,2026-02-27
cli_0006_ct_0025,Mia Mehta,mia.mehta24@examplemail.com,Metro Group,Founder,mql,import,Australia,2026-03-13,2026-01-15
cli_0006_ct_0026,Kabir Khan,kabir.khan25@examplemail.com,Nova Commerce,Head of Growth,customer,website_form,UAE,2025-04-11,2025-12-25
cli_0006_ct_0027,Maya Sharma,maya.sharma26@examplemail.com,Nova Commerce,Founder,mql,import,Australia,2025-02-06,2026-01-29
cli_0006_ct_0028,Arjun Reddy,arjun.reddy27@examplemail.com,Orbit Ltd,Founder,lead,website_form,UAE,2025-02-06,2026-04-19
cli_0006_ct_0029,Ava Mehta,ava.mehta28@examplemail.com,Acme Group,Head of Growth,customer,import,Canada,2026-03-03,2026-03-08
cli_0006_ct_0030,Noah Singh,noah.singh29@examplemail.com,Nova Commerce,Head of Growth,mql,email_reply,India,2025-05-22,2026-02-20
cli_0006_ct_0031,Ava Joshi,ava.joshi30@examplemail.com,Nova Commerce,Head of Growth,lead,import,Australia,2026-02-26,2026-03-26
cli_0006_ct_0032,Liam Sharma,liam.sharma31@examplemail.com,Nova Commerce,Marketing Manager,mql,website_form,Canada,2026-03-08,2026-02-01
cli_0006_ct_0033,Ava Sharma,ava.sharma32@examplemail.com,Nova Commerce,Head of Growth,sql,website_form,India,2026-04-15,2026-03-26
cli_0006_ct_0034,Kabir Verma,kabir.verma33@examplemail.com,Zen Group,RevOps Manager,lead,website_form,United Kingdom,2025-03-02,2026-04-01
cli_0006_ct_0035,Noah Bhatia,noah.bhatia34@examplemail.com,Nova Commerce,Sales Lead,sql,website_form,UAE,2024-12-04,2026-02-01
cli_0006_ct_0036,Ava Patel,ava.patel35@examplemail.com,Nova Commerce,Sales Lead,lead,import,United States,2025-02-04,2026-04-13
cli_0006_ct_0037,Ishaan Nair,ishaan.nair36@examplemail.com,Zen Inc,RevOps Manager,lead,email_reply,Canada,2025-11-27,2026-01-21
cli_0006_ct_0038,Arjun Khan,arjun.khan37@examplemail.com,Nova Commerce,Head of Growth,mql,import,UAE,2026-04-11,2026-03-09
cli_0006_ct_0039,Noah Nair,noah.nair38@examplemail.com,Metro Group,Marketing Manager,lead,import,UAE,2026-04-03,2025-12-29
cli_0006_ct_0040,Ava Joshi,ava.joshi39@examplemail.com,Nova Commerce,Founder,mql,website_form,Australia,2024-11-04,2026-03-03
cli_0006_ct_0041,Sara Joshi,sara.joshi40@examplemail.com,Nova Commerce,RevOps Manager,lead,event,United States,2026-01-12,2026-01-02
cli_0006_ct_0042,Noah Nair,noah.nair41@examplemail.com,Orbit LLC,Marketing Manager,customer,import,Canada,2025-12-26,2026-02-02
cli_0006_ct_0043,Maya Khan,maya.khan42@examplemail.com,Nova Commerce,Founder,mql,website_form,Canada,2025-06-16,2026-03-30
cli_0006_ct_0044,Arjun Kapoor,arjun.kapoor43@examplemail.com,Acme LLC,Founder,sql,website_form,UAE,2025-05-05,2026-03-25
cli_0006_ct_0045,Ishaan Reddy,ishaan.reddy44@examplemail.com,Acme Inc,RevOps Manager,lead,website_form,India,2025-09-01,2026-04-06
cli_0006_ct_0046,Kabir Kapoor,kabir.kapoor45@examplemail.com,Nova Commerce,RevOps Manager,customer,event,United Kingdom,2025-10-22,2026-02-02
cli_0006_ct_0047,Kabir Verma,kabir.verma46@examplemail.com,Acme Inc,Founder,sql,referral,United Kingdom,2025-04-06,2026-03-29
cli_0006_ct_0048,Noah Kapoor,noah.kapoor47@examplemail.com,Nova Commerce,Marketing Manager,lead,referral,Australia,2026-02-04,2026-01-02
cli_0006_ct_0049,Anika Kapoor,anika.kapoor48@examplemail.com,Peak Group,Head of Growth,sql,website_form,India,2026-02-15,2026-02-05
cli_0006_ct_0050,Anika Kapoor,anika.kapoor49@examplemail.com,Orbit Ltd,Founder,lead,website_form,India,2025-11-27,2026-03-24
cli_0006_ct_0051,Ishaan Nair,ishaan.nair50@examplemail.com,Peak Ltd,Marketing Manager,lead,website_form,United States,2025-04-22,2026-04-01
cli_0006_ct_0052,Sara Kapoor,sara.kapoor51@examplemail.com,Nova Commerce,Marketing Manager,lead,website_form,United Kingdom,2025-07-13,2026-02-19
cli_0006_ct_0053,Liam Nair,liam.nair52@examplemail.com,Nova Commerce,Head of Growth,lead,website_form,Canada,2026-02-12,2025-12-25
cli_0006_ct_0054,Ishaan Reddy,ishaan.reddy53@examplemail.com,Zen Group,Head of Growth,sql,event,United States,2024-12-18,2026-03-20
cli_0006_ct_0055,Noah Singh,noah.singh54@examplemail.com,Peak Group,Founder,sql,event,Australia,2025-10-18,2026-03-02
cli_0006_ct_0056,Anika Khan,anika.khan55@examplemail.com,Nova Commerce,Marketing Manager,customer,email_reply,Canada,2025-06-21,2026-03-10
cli_0006_ct_0057,Leo Singh,leo.singh56@examplemail.com,Zen LLC,Head of Growth,lead,import,United Kingdom,2025-03-26,2026-01-12
cli_0006_ct_0058,Noah Bhatia,noah.bhatia57@examplemail.com,Nova Commerce,Head of Growth,churn_risk,import,United States,2025-08-29,2026-03-19
cli_0006_ct_0059,Mia Singh,mia.singh58@examplemail.com,Orbit Group,Marketing Manager,lead,import,Canada,2026-03-08,2026-04-01
cli_0006_ct_0060,Zara Nair,zara.nair59@examplemail.com,Nova Commerce,RevOps Manager,customer,website_form,United States,2024-11-08,2026-04-18
cli_0006_ct_0061,Arjun Patel,arjun.patel60@examplemail.com,Nova Commerce,Marketing Manager,mql,website_form,India,2025-07-31,2026-04-21
cli_0006_ct_0062,Liam Nair,liam.nair61@examplemail.com,Nova Commerce,Head of Growth,lead,referral,United Kingdom,2025-10-03,2026-02-08
cli_0006_ct_0063,Ishaan Khan,ishaan.khan62@examplemail.com,Nova Commerce,Marketing Manager,mql,website_form,UAE,2025-05-03,2026-01-13
cli_0006_ct_0064,Ava Joshi,ava.joshi63@examplemail.com,Nova Commerce,Head of Growth,sql,website_form,Australia,2025-03-14,2026-03-25
cli_0006_ct_0065,Noah Verma,noah.verma64@examplemail.com,Nova Commerce,Founder,sql,import,India,2025-03-12,2026-02-13
cli_0006_ct_0066,Mia Verma,mia.verma65@examplemail.com,Acme Ltd,RevOps Manager,customer,website_form,UAE,2025-02-26,2026-03-03
cli_0006_ct_0067,Zara Reddy,zara.reddy66@examplemail.com,Nova Commerce,Marketing Manager,customer,event,India,2026-04-06,2026-04-11
cli_0006_ct_0068,Anika Joshi,anika.joshi67@examplemail.com,Metro LLC,Sales Lead,mql,event,UAE,2026-03-28,2026-01-19
cli_0006_ct_0069,Mia Gupta,mia.gupta68@examplemail.com,Metro LLC,Marketing Manager,sql,email_reply,Canada,2025-12-02,2026-04-09
